organisation_alias_id,organisation_entity_id,alias,org_ref,role,source_activity_count,source_layer
org_alias_bab7c8cfedd8,org_e66f5c1e7c29,MINISTERE DE LA SANTE PNLS,XM-DAC-41122-VN-202891,implementing,2,canonical
org_alias_4521d31178d9,org_1b2d011f110d,MINISTERO DELLA SALUTE ETIOPICO ALT,,implementing,2,canonical
org_alias_400e3f2b59a8,org_2311ee0131b6,MINISTRY OF FINANCE AND PLANNING,XM-DAC-41122-VN-217603,implementing,2,canonical
org_alias_d863fba3c5d3,org_d6555f391824,MINISTRY OF HEALTH HOMA BAY COUNTY,XM-DAC-41122-VN-228910,implementing,2,canonical
org_alias_6a563188b19a,org_125c19559dba,MINISTRY OF LABOR SOCIAL SECURITY AND SERVICES DEPT OF CHILDREN SERVICES,XM-DAC-41122-VN-227994,implementing,2,canonical
org_alias_25c1ada13fc5,org_4144b0d8cd36,MINISTRY OF LABOUR SOCIAL SECURITY AND SERVICES,XM-DAC-41122-VN-242544,implementing,2,canonical
org_alias_c441cf21ce0f,org_685ae1e924f6,MINISTRY OF LIVESTOCK AND FISHERIES LIVESTOCK,XM-DAC-41122-VN-245426,implementing,2,canonical
org_alias_22b937dc6ade,org_7d2261f6e8ea,MINISTRY OF SOCIAL DEVELOPMENT NBEG,XM-DAC-41122-VN-222061,implementing,2,canonical
org_alias_fd778a8898d8,org_b1158a637eb7,MOTHER AND CHILDREN DEVELOPMENT AID,XM-DAC-41122-VN-231469,implementing,2,canonical
org_alias_2fad0a7daafd,org_61ea9d3edfc1,MOTT MACDONALD LTD,4790,implementing,2,canonical
org_alias_88b2e95bd85c,org_e4d8c00b794d,MRC/UVRI & LSHTM Uganda Research Unit,,implementing,2,canonical
org_alias_21167057e305,org_fd80b1dfb4b9,MSE Auditors Partnership,,implementing,2,canonical
org_alias_1fc612bbbb33,org_cddf81b274d3,MSI Reproductive Choices (MSI),GB-COH-1102208,implementing,2,canonical
org_alias_6b190a528edf,org_3e6c8cc72925,MTWARA REGIONAL SECRETARIAT,XM-DAC-41122-VN-235131,implementing,2,canonical
org_alias_2d1c662f732d,org_79539e1054b2,MUKONO DISTRICT LOCAL GOVERNMENT,XM-DAC-41122-VN-210489,implementing,2,canonical
org_alias_5a4e2873e75e,org_896140535264,Mainline,Mainline,funding,2,canonical
org_alias_1edfa83720cd,org_15eae19fcb51,Mainline Foundation,NL-KVK-41209946,reporting,2,canonical
org_alias_9626327496e0,org_7eecdb46db9c,Makerere University School of Public Health,XM-DAC-51000,implementing,2,canonical
org_alias_cfac16772a66,org_85847f244263,"Makerere University, Uganda",,implementing,2,canonical
org_alias_2ae3f705b3ec,org_88df13c90ef0,"Malawi Liverpool Wellcome Trust Programme, Malawi",,implementing,2,canonical
org_alias_20ceb2bf99cb,org_f783f8fe201a,Malawi-Liverpool Wellcome Programme,,implementing,2,canonical
org_alias_2a8aaff6475a,org_5914cdad1d78,Management Sciences for Health,US-EIN-04-2482188,implementing,2,canonical
org_alias_ce548458b5da,org_031675917896,Marie Stopes International,US-EIN-13-3607969,accountable,2,canonical
org_alias_a53ab92b0df4,org_cddf81b274d3,Marie Stopes International,GB-COH-1102208,implementing,2,canonical
org_alias_88f97d66649e,org_08f9668061e0,Mater Misericordiae Hospital,XM-DAC-69-2,accountable,2,canonical
org_alias_a2443eaca122,org_6ca766dc5463,Maynooth University,,implementing,2,canonical
org_alias_36a11cebad1d,org_cd20d7ed8185,Medair,,implementing,2,canonical
org_alias_66002e84f942,org_b79a201a2b6e,Ministerio Federal de Salud de Etiopía,ES-NIF-ET0000158976G,accountable,2,canonical
org_alias_d21dc7ca666d,org_a86eafeb4ee5,Ministerstvo zdravotníctva SR,XM-DAC-69-18,accountable,2,canonical
org_alias_6bb15e80048b,org_b08cded70727,Ministry of Commerce - MOFCOM,XM-DAC-41122-G08603,funding,2,canonical
org_alias_33362f622b08,org_40c7e78ab376,Ministry of Finance,KE-COA-107,accountable,2,canonical
org_alias_4b95963e3025,org_e303b6bdc44b,Ministry of Finance,,accountable,2,canonical
org_alias_0d8f599a199e,org_3ca95d453fed,Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,accountable,2,canonical
org_alias_c41fefae8c99,org_3ca95d453fed,Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,funding,2,canonical
org_alias_0400868e1f26,org_3ca95d453fed,Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,reporting,2,canonical
org_alias_43670d263bb4,org_e7dfb9321cf0,"Ministry of Foreign Affairs, Denmark",,funding,2,canonical
org_alias_3a603772bca5,org_53bacd42706d,"Ministry of Foreign Affairs, Greece",,funding,2,canonical
org_alias_e99f9f7aed43,org_bfba3253145c,Ministry of Health - Ethiopia,ET-COA-341,implementing,2,canonical
org_alias_9e74f8585a77,org_e9ebfb7d2aaf,Ministry of Health of the Republic of Rwanda,,accountable,2,canonical
org_alias_05d74d4dabb0,org_e9ebfb7d2aaf,Ministry of Health of the Republic of Rwanda,,implementing,2,canonical
org_alias_6367a9142bd8,org_6461e7e12e60,Moi University,,implementing,2,canonical
org_alias_799f497bc13b,org_1d408c880f2b,Muhimbili University of Health and Allied Sciences,,implementing,2,canonical
org_alias_3ee429d686d8,org_3df27e00e3c8,NATIONAL BUREAU OF STATISTICS,XM-DAC-41122-VN-223395,implementing,2,canonical
org_alias_822566af8a29,org_02b69672064e,NIRAS GROUP UK LTD,,implementing,2,canonical
org_alias_e019f2934ccd,org_3f4cf80cd479,National Execution,00942,implementing,2,canonical
org_alias_8880171e55ff,org_fd4d14bd7f02,National Institute of Health Research (NIHR),,funding,2,canonical
org_alias_6a4bd11053f1,org_76e59ca41007,Navrongo Health Research Centre,,implementing,2,canonical
org_alias_9a21daff8d70,org_c918302deddc,"Netherlands embassy in Nairobi, Kenya",,implementing,2,canonical
org_alias_3f386e439001,org_a7e5c7fd9402,Nigeria Centre for Disease Control,,implementing,2,canonical
org_alias_c7e65a19c6fa,org_5d321fbdb7b5,Nigeria Institute of Medical Research,,implementing,2,canonical
org_alias_8cb8e35cc39e,org_52e744cd9a93,Norges Blindeforbund,,implementing,2,canonical
org_alias_9a83651fb456,org_3ffcb40e6b89,Norwegian Church Aid - local office,,implementing,2,canonical
org_alias_04ac8c332003,org_927ede3ef886,Nutrition International,CA-CRA_ACR-869974816,implementing,2,canonical
org_alias_a4c92474822b,org_f0492cacf4bf,OIE,,accountable,2,canonical
org_alias_17bd1a852649,org_f0492cacf4bf,OIE,,implementing,2,canonical
org_alias_732c1c5eebfb,org_5a0d5ef78d32,ONG INTERNATIONALE,XM-DAC-21000,implementing,2,canonical
org_alias_d83391412b45,org_f1e94917a992,ORDA ETHIOPIA,XM-DAC-41122-VN-245622,implementing,2,canonical
org_alias_2fcaa66a3bd9,org_313b8a01eea2,Operation Namaste,,implementing,2,canonical
org_alias_d7f56aeb426b,org_615b7943e64b,Options Consultancy Services,GB-COH-2695347,accountable,2,canonical
org_alias_549539fb17da,org_6c2376b6031f,Oxfam Novib,NL-KVK-27108436,funding,2,canonical
org_alias_336329ec294f,org_6c2376b6031f,Oxfam Novib,NL-KVK-27108436,implementing,2,canonical
org_alias_bed3e36cd56d,org_0401788342c2,PATHFINDER INTERNATIONAL,1011793,implementing,2,canonical
org_alias_16e509116ae1,org_d11943d6eec2,PLAN INTERNATIONAL INC SOUTH SUDAN,XM-DAC-41122-VN-217630,implementing,2,canonical
org_alias_50c2be7cb71a,org_91cce8a84c09,PROGRAMME D ASSISSTANCE AUX POPULATIONS VULNERABLES EN AFRIQUE,XM-DAC-41122-VN-241414,implementing,2,canonical
org_alias_7245484feef4,org_7827d97e7c4a,PROGRAMME NATIONAL DE SANTE DES ADOLESCENTS PNSA KINSHASA,XM-DAC-41122-VN-203086,implementing,2,canonical
org_alias_bbb706a06312,org_be11fa55b1f1,PS SECOND VICE PRESIDENT S OFFICE ZANZIBAR DISASTER MANAGEMENT OFFICE,XM-DAC-41122-VN-209894,implementing,2,canonical
org_alias_4e22f55a9ec5,org_64ad9407340a,Permanent Mission of the Slovakia,XM-DAC-69-1,funding,2,canonical
org_alias_7afcb4fe48ed,org_30eb77e3dd46,Plan International UK,GB-COH-1364201,implementing,2,canonical
org_alias_056e4925ee38,org_eb35e75f4e77,Plan Nederland,NL-KVK-41198890,funding,2,canonical
org_alias_06b9869cc282,org_9f4aac332862,Planned Parenthood Association of Zambia (PPAZ),,implementing,2,canonical
org_alias_c79d55f90e19,org_e18efbe13947,Population Service International,21032,implementing,2,canonical
org_alias_c81e1b6ac642,org_094f83fd4379,Population Services International,XI-IATI-21032,reporting,2,canonical
org_alias_50fd3d2fe11f,org_2adc66bcd186,Population Services International,,implementing,2,canonical
org_alias_912ccf716917,org_54d1779d0177,Population Services International,US-EIN-56-0942853,implementing,2,canonical
org_alias_5fbdf21f27ee,org_b7f76d7c8337,Première Urgence Internationale,,implementing,2,canonical
org_alias_9eabbdb273f8,org_1de1651f1927,PwC,GB-COH-03580586-GEC,accountable,2,canonical
org_alias_50deb15c861c,org_add0b4d338c4,PwC,GB-COH-03580586,implementing,2,canonical
org_alias_915f1b61670d,org_59eb7916bbea,RADDA BARNENS RIKSFORBUND,SE-ON-802002-8638,implementing,2,canonical
org_alias_50459e746c43,org_e0f58c7871ff,REDR AUSTRALIA,,implementing,2,canonical
org_alias_fd1ead0ca0f0,org_7d5fcaa5f146,REGIONAL ADMINISTRATIVE SECRETARY,XM-DAC-41122-VN-235122,implementing,2,canonical
org_alias_d21ce38bcceb,org_d14a7e1beb3d,REPUBLIQUE DU RWANDA,,implementing,2,canonical
org_alias_6a747325ec0b,org_b5503f5b5c88,RESEARCH CENTER FOR INCLUSIVE DEVELOPMENT IN AFRICA,XM-DAC-41122-VN-242807,implementing,2,canonical
org_alias_27a20ea763dc,org_5530bb91a620,RWANDA INTERFAITH COUNCIL ON HEALTH RICH,XM-DAC-41122-VN-209282,implementing,2,canonical
org_alias_2c319a99b01b,org_888a6cd184a0,Recipient Government,XM-DAC-12000,implementing,2,canonical
org_alias_8579485b3de5,org_af053d6af566,Roche Kenya Limited,,funding,2,canonical
org_alias_012353e520b0,org_8d51fd5e02ae,Rockefeller Philanthropy Advisors,TF710006,funding,2,canonical
org_alias_8d2f2d309417,org_0d5acc79b3d9,Rotary International,,funding,2,canonical
org_alias_4a97e115357f,org_380bdb92c1ed,Russian Federation,XM-DAC-41122-G37001,funding,2,canonical
org_alias_145b101a8243,org_726a56e51bdf,Rutgers,NL-KVK-41193594,funding,2,canonical
org_alias_549973bb6961,org_726a56e51bdf,Rutgers,NL-KVK-41193594,implementing,2,canonical
org_alias_7dd2e6d1dcee,org_0a1a718c720c,SAFE AND HEALTHY ENVIRONMENT,XM-DAC-41122-T49958,funding,2,canonical
org_alias_17ff02c7e64b,org_1b578c5591ac,SANTE PLUS ASBL,XM-DAC-41122-VN-242211,implementing,2,canonical
org_alias_5d567fe8dfab,org_d80f49350687,SAVE THE CHILDREN UK DRC,XM-DAC-41122-VN-202880,implementing,2,canonical
org_alias_3d92827ed8fe,org_9443b925f8cb,SAVE THE CHILDREN UK KENYA,XM-DAC-41122-VN-224418,implementing,2,canonical
org_alias_24499c12d372,org_8003ca61db62,SERVICE DE COMMUNICATION ET MEDIAS DU TANGANYIKA,XM-DAC-41122-VN-249129,implementing,2,canonical
org_alias_42876f214307,org_ae0d7adeec3c,SHIMAHR CONSULTANTS LTD,,implementing,2,canonical
org_alias_99f68aa11fa8,org_153155059737,SIDAMA REGIONAL STATE BUREAU OF AGRICULTURE,XM-DAC-41122-VN-249887,implementing,2,canonical
org_alias_76fb2897a446,org_9f61e69e530b,SNV Netherlands Development Organisation,NL-KVK-41152786,reporting,2,canonical
org_alias_c5c72231b87c,org_0c6b28f0c5c7,SNV Rwanda,,accountable,2,canonical
org_alias_abb3879fa8ff,org_0c6b28f0c5c7,SNV Rwanda,,implementing,2,canonical
org_alias_c9e166dee5a2,org_7271cd6eeb5b,SOCIAL DEVELOPMENT CENTER,XM-DAC-41122-VN-215652,implementing,2,canonical
org_alias_e85d7df1dbac,org_fe02b1dca2c7,SOMALI BUREAU OF AGRICULTURE,XM-DAC-41122-VN-250320,implementing,2,canonical
org_alias_09af16820814,org_08de8684343a,SOMALILAND NATIONAL AIDS COMMISSION,XM-DAC-41122-VN-219376,implementing,2,canonical
org_alias_a0b5283a0e4c,org_f8745630db84,Sanru Asbl,XM-DAC-23000,implementing,2,canonical
org_alias_1070a05c0a46,org_307a87ab7ab9,"Science, Technology, Innovation, Research and Sustainability Collaboration (STIRS Collaboration)",,implementing,2,canonical
org_alias_de1722107c89,org_61a36a2d4d9c,Send a Cow Ethiopia,ET-CSA-0638,implementing,2,canonical
org_alias_a4d1bdd0404d,org_775f278552bb,Send a Cow Ethiopia,,implementing,2,canonical
org_alias_3fc7bb42a2ec,org_43c9dae7d836,"Sida is Sweden's government agency for development cooperation. We strive to reduce poverty and oppression around the world. In cooperation with organisations, government agencies and the private sector we invest in sustainable development for all people.",SE-0,funding,2,canonical
org_alias_a22c600597e4,org_8742beae82b1,Spanish Agency for International Cooperation (AECID),,funding,2,canonical
org_alias_514144fe10a1,org_08f9668061e0,St. Bakhita House of Hope,XM-DAC-69-2,accountable,2,canonical
org_alias_c0cff57ac555,org_ad0cda642a20,Stichting Health Insurance Fund,NL-KVK-34234456,accountable,2,canonical
org_alias_6f864a275f0c,org_e018a5beb090,Stichting ZOA,,implementing,2,canonical
org_alias_4fc2f72af7fe,org_7eecdb46db9c,Strathmore University,XM-DAC-51000,implementing,2,canonical
org_alias_3ea29ef7c6eb,org_d12a02350bfc,Sudan Family Planning Association (SFPA),,implementing,2,canonical
org_alias_e1c57596bf58,org_95c048bc570d,TAI TANZANIA,XM-DAC-41122-VN-244435,implementing,2,canonical
org_alias_217ba15ca524,org_97d05054574a,TANZANIA COMMISSION FOR AIDS,XM-DAC-41122-VN-209852,implementing,2,canonical
org_alias_9728c0946b00,org_dd6cea7f533b,TANZANIA INTERFAITH PARTNERSHIP TIP,XM-DAC-41122-VN-237461,implementing,2,canonical
org_alias_5ad00d9191f2,org_dc0be75b712e,TANZANIA SOCIAL ACTION FUND,XM-DAC-41122-VN-233385,implementing,2,canonical
org_alias_a44d5b398345,org_42837c2299d6,THE ORGANIZATION FOR CHILDREN HARMONY,XM-DAC-41122-VN-221606,implementing,2,canonical
org_alias_dc65d6a5e21e,org_c634a8aaeb45,THE WORLD BANK,,implementing,2,canonical
org_alias_6c406c61f666,org_439a6d45069a,TIGRAY YOUTH EMPOWERMENT SOLUTIONS,XM-DAC-41122-VN-244684,implementing,2,canonical
org_alias_2771b391e4e1,org_3dbe1c6bdd51,"TSDA was established in 2000 in Ethiopia to improve the lives of marginalised groups in the country, in particular vulnerable children, women, and older people living in poverty. TSDA designs and implements participatory projects that aim to prevent the spread of HIV/AIDS, and facilitate income generation and employment opportunities. TSDA has implemented various projects providing care and support for older people, community-based healthcare, education and learning, combating gender-based violence, and providing guidance to older people on how they can earn an income. It also provides food, shelter, and psychosocial and legal support, and is involved in fundraising, campaigning and advocacy. TSDA became a HelpAge global network member in 2018.",,implementing,2,canonical
org_alias_b68957b8dc8b,org_69ff24d03f8e,TURKANA COUNTY ASSEMBLY,XM-DAC-41122-VN-238459,implementing,2,canonical
org_alias_24da327211bd,org_b801607cb002,Tanzania Medicines and Medical Devices Authority (TMDA),XM-DAC-12001,implementing,2,canonical
org_alias_019263c45d38,org_344cb03ee566,Technology for Social Change and Development Initiative,,implementing,2,canonical
org_alias_0186ec094a62,org_62b82d39435e,Temple University - Of The Commonwealth System of Higher Education,US-EIN-23-1365971,implementing,2,canonical
org_alias_5478d6b1a394,org_78c57f9769ec,Tetra Tech International Development Limited,,implementing,2,canonical
org_alias_0d892e7d0f42,org_dc588ca24abd,The AIDS Support Organisation (Uganda) Limited,,accountable,2,canonical
org_alias_c1ee2371b91b,org_dc588ca24abd,The AIDS Support Organisation (Uganda) Limited,,implementing,2,canonical
org_alias_065864cd6ccd,org_0f4f45afeeac,The Carter Center,US-EIN-58-1454716,implementing,2,canonical
org_alias_c74e90fec2e9,org_f45fca27c0e6,The END Fund,US-EIN-27-3941186,implementing,2,canonical
org_alias_7f0c5294a352,org_ae1b58ba3bfa,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",XM-DAC-47045,funding,2,canonical
org_alias_d03aed946b03,org_6c162be7fadd,The Hunger Project Netherlands,NL-KVK-41201198,implementing,2,canonical
org_alias_f81af0940b4f,org_70035025f458,The Institute of Development Studies,GB-COH-877338,reporting,2,canonical
org_alias_89fece24f031,org_05d4b49f0d92,The International Rescue Committee,US-EIN-13-5660870,reporting,2,canonical
org_alias_859765bb41a6,org_08f9668061e0,The Mater Hospital,XM-DAC-69-2,accountable,2,canonical
org_alias_863eafdb1625,org_f0dc091112d5,The Task Force for Global Health,,funding,2,canonical
org_alias_1c7865bae78c,org_0643a73b757b,The University of Alabama at Birmingham,US-EIN-63-6005396,implementing,2,canonical
org_alias_0efc56586031,org_825d63548399,The University of Manchester,GB-COH-RC000797,accountable,2,canonical
org_alias_124504e2b67b,org_57eecf563e39,The University of Oxford,GB-UKPRN-10007774,implementing,2,canonical
org_alias_ced33b0f2c42,org_9095e8a0a82d,The William and Flora Hewlett Foundation,TF780001,funding,2,canonical
org_alias_fce79cf9abfc,org_3dfdda93bda8,Tropical Institute of Community Health and Development,,implementing,2,canonical
org_alias_5d1321317370,org_4fe9aca01c42,ULB-COOPERATION ASBL,BE-BCE_KBO-0415627875,implementing,2,canonical
org_alias_1a7b86a29314,org_4fe9aca01c42,ULB-Coopération,BE-BCE_KBO-0415627875,accountable,2,canonical
org_alias_b3b0e5f230ee,org_4fe9aca01c42,ULB-Coopération,BE-BCE_KBO-0415627875,funding,2,canonical
org_alias_e74df767728e,org_4fe9aca01c42,ULB-Coopération,BE-BCE_KBO-0415627875,implementing,2,canonical
org_alias_2178086c9d4d,org_4fe9aca01c42,ULB-Coopération,BE-BCE_KBO-0415627875,reporting,2,canonical
org_alias_931cdd9e2d94,org_08f9668061e0,UNICEF,XM-DAC-69-2,accountable,2,canonical
org_alias_16f0a52a283a,org_1b2f38e9ff7f,UNICEF-QATAR,XM-DAC-41122-F62401,funding,2,canonical
org_alias_28b3365d3b64,org_a5b4aecbd52f,UNITED NATIONS CHILDREN FUND,,implementing,2,canonical
org_alias_52e88905ee2c,org_2de0bd70bdce,UNOPS,41AAA,funding,2,canonical
org_alias_f6c1fccca1f7,org_56e3f254b598,UYISENGA NI IMANZI,XM-DAC-41122-VN-209264,implementing,2,canonical
org_alias_6db209ffcfd4,org_1afbb7107bd6,Uganda,,funding,2,canonical
org_alias_b907737e604b,org_9ee31fdf3552,Uganda Virus Research Institute,,implementing,2,canonical
org_alias_e4e6ecdbfa95,org_10d2303f236a,United Nations Children's Fund (UNICEF),XM-DAC-41122,implementing,2,canonical
org_alias_a36a05439baa,org_2c3ca1001b10,United Nations Development Programme,,accountable,2,canonical
org_alias_b07a8aaf4c7d,org_2c3ca1001b10,United Nations Development Programme,,implementing,2,canonical
org_alias_332cd28e51cc,org_89136f8179ea,United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA),XM-DAC-41127,funding,2,canonical
org_alias_594d55042871,org_8211c70e26a7,United Nations Population Fund,,implementing,2,canonical
org_alias_f2759f40f4c9,org_b9118bf33159,United Nations World Food Programme (WFP),XM-DAC-41140,implementing,2,canonical
org_alias_9351b2a5be06,org_69d94162db3c,Universidade de Sao Paulo,,implementing,2,canonical
org_alias_46df011d8427,org_d5fadba083de,University College Ghent,,implementing,2,canonical
org_alias_fad1b6fdf11b,org_cc1d1db06699,University College Limburg,,implementing,2,canonical
org_alias_fbe2a32b6555,org_fd74b04cc1a8,University of California San Francisco,US-EIN-94-6036493,implementing,2,canonical
org_alias_b4c7030cf50d,org_d4e4c55719ed,University of Cape Town,,implementing,2,canonical
org_alias_61ed2e8b7990,org_1c4ab910232c,University of Geneva,CH-FDJP-CHE-419.249.116,implementing,2,canonical
