organisation_alias_id,organisation_entity_id,alias,org_ref,role,source_activity_count,source_layer
org_alias_e83c4d37f80c,org_b3f3d9e0cf63,HAYDOM LUTHERAN HOSPITAL,XM-DAC-41122-VN-241550,implementing,1,canonical
org_alias_b1f4264121d7,org_aaa1e871dd6c,HEALTH EDUCATION AGROPASTORALIST LIAISON HEAL,XM-DAC-41122-VN-213563,implementing,1,canonical
org_alias_057d7792bb7a,org_6073a8e52537,HEALTHRIGHT INTERNATIONAL-KENYA,,implementing,1,canonical
org_alias_637987f1cfde,org_e30bb15e4182,HEALTHRIGHT INTERNATIONAL-KENYA,KE-NCB-218051200501953650,reporting,1,canonical
org_alias_f224e724af5f,org_f9ecce25b261,HELIOS CLEAR FUND SCSP,,implementing,1,canonical
org_alias_679a7c1a31b6,org_f0c993a0e6bb,HELP A CHILD,XM-DAC-41122-VN-246866,implementing,1,canonical
org_alias_ebb2ae7b42de,org_61e5c7794622,HELP A CHILD SOUTH SUDAN,XM-DAC-41122-VN-246083,implementing,1,canonical
org_alias_56526c3e9e62,org_5eefd39d7b3e,HELPAGE INTERNATIONAL TANZANIA,XM-DAC-41122-VN-243859,implementing,1,canonical
org_alias_8aac98e66ea5,org_b19d68054c4d,HELPEDUCATION SOUTH SUDAN,XM-DAC-41122-VN-246155,implementing,1,canonical
org_alias_2ac43e4d90e2,org_efc0728435c5,HEZA INITIATIVE,XM-DAC-41122-VN-248985,implementing,1,canonical
org_alias_6cffbff1658a,org_a625f1085d50,HGR Kintambo,,implementing,1,canonical
org_alias_dbd88fba429a,org_b696739ac45e,HHOJ,,implementing,1,canonical
org_alias_bf734d2d2c8d,org_6082c7dd75dd,HISP Tanzania Limited,XM-DAC-62009,implementing,1,canonical
org_alias_56ed3b2cf8aa,org_e8747e13811c,HKI - Helen Keller International,,implementing,1,canonical
org_alias_7bd300dad0f0,org_1456c652e546,HOIMA REGIONAL REFERRAL HOSPITAL,XM-DAC-41122-VN-228274,implementing,1,canonical
org_alias_02786ce7e2a6,org_8a634128df83,HOPE FOR JUSTICE,XM-DAC-41122-VN-242590,implementing,1,canonical
org_alias_f6232d6fefc4,org_a3ec33e6e0ff,HOPITAL DISTRICT MIBILIZI,XM-DAC-41122-VN-209235,implementing,1,canonical
org_alias_a627c4cef172,org_5a4ddb63fa90,HUMANITARIAN AID FOR CHANGE AND TRANSFORMATION,XM-DAC-41122-VN-237291,implementing,1,canonical
org_alias_9853f36031d8,org_91d00ecfa4aa,HUMANITY WORLDWIDE SOUTH SUDAN,XM-DAC-41122-VN-244400,implementing,1,canonical
org_alias_250106cb6270,org_422f0b587477,HURU INTERNATIONAL KENYA,XM-DAC-41122-VN-242824,implementing,1,canonical
org_alias_3c955972582c,org_77e9012aded8,HYDRAULIQUE SANS FRONTIERES,XM-DAC-41122-VN-240949,implementing,1,canonical
org_alias_fac574860ff4,org_6519a74b579f,Habitat for Humanity Deutschland e.V.,,implementing,1,canonical
org_alias_b180147029c8,org_8bb364eae10a,Hamlin Fistula,,implementing,1,canonical
org_alias_d7afcc1f3ada,org_42629f2eeb11,Handicap International Belgique,BE-BCE_KBO-0432235661,accountable,1,canonical
org_alias_85c1b40ef8f6,org_42629f2eeb11,Handicap International Belgique,BE-BCE_KBO-0432235661,reporting,1,canonical
org_alias_1fa078c9e05c,org_fc34aded73cb,Handicap International Federation,FR-RCS-519655997,implementing,1,canonical
org_alias_87396e9aa6c5,org_38e3c80abf77,Handicap International UK,GB-CHC-1082565,accountable,1,canonical
org_alias_b747875e2dd8,org_38e3c80abf77,Handicap International UK,GB-CHC-1082565,implementing,1,canonical
org_alias_b9f643e0f685,org_4ef213367e78,Handicap International e.V.,,accountable,1,canonical
org_alias_787f89a9945f,org_4ef213367e78,Handicap International e.V.,,implementing,1,canonical
org_alias_f4b1b165ab26,org_d94b211dac81,Hanoi Medical University,,implementing,1,canonical
org_alias_85c5d316fece,org_dae3314f4059,Hanze University of Applied Sciences,,implementing,1,canonical
org_alias_9926be504112,org_7eecdb46db9c,Haramaya University,XM-DAC-51000,implementing,1,canonical
org_alias_0e5ec59b25e9,org_7a1d2e8c6801,Harvard University,US-EIN-04-2103580,implementing,1,canonical
org_alias_b2e1e9b3acb9,org_45ca029eef66,Hatch Technologies,US-EIN-84-5182130,implementing,1,canonical
org_alias_db1904ad9f49,org_aa8fd4f029de,Haukeland Universitetssykehus,,implementing,1,canonical
org_alias_a8df532bd1cf,org_0f2b8f812936,Haydom Lutheran Hospital,,implementing,1,canonical
org_alias_9dcbbb172bd8,org_b195a3365545,Health Action International,NL-KVK-41207580,accountable,1,canonical
org_alias_c241e10d597e,org_b195a3365545,Health Action International,NL-KVK-41207580,implementing,1,canonical
org_alias_075aa5fef122,org_84ff6237a19a,Health Emergency Preparedness and Response Multi-Donor Trust Fund,TF073509,implementing,1,canonical
org_alias_c2421305eff8,org_ad0cda642a20,Health Insurance Fund,NL-KVK-34234456,accountable,1,canonical
org_alias_8bd418808b05,org_449dbf74c47f,Health NGOs' Network (HENNET),XM-DAC-32000,implementing,1,canonical
org_alias_3e89ee8f9f4a,org_0540815a803b,Health Research Operations Kenya Limited,,implementing,1,canonical
org_alias_ffb7b235fc28,org_631da657d706,Health Research Operations Kenya Limited,KE-KRA-P051637065Q,reporting,1,canonical
org_alias_a7d01db348af,org_631da657d706,Health Research Operations Kenya Limited - The Operating Vehicle for the KEMRI-Wellcome Trust Research Programme,KE-KRA-P051637065Q,implementing,1,canonical
org_alias_a1c0fb7df9bd,org_60b21db11c62,Health Rights Advocacy Forum,KE-NCB-OP_218_051_2007_0417_4931,accountable,1,canonical
org_alias_d7a8bf1201be,org_974536e03101,Health Systems Insight,US-EIN-47-4007262,implementing,1,canonical
org_alias_9cad1d011d13,org_d8660eb7dcf8,HealthNet TPO,NL-KVK-41211943,accountable,1,canonical
org_alias_5a17fae2a357,org_d8660eb7dcf8,HealthNet TPO,NL-KVK-41211943,funding,1,canonical
org_alias_fe05d3bf07dd,org_d8660eb7dcf8,HealthNet TPO,NL-KVK-41211943,reporting,1,canonical
org_alias_14e7f5029bc8,org_be2f716935ab,HealthRight Kenya,KE-NCB-OP_218_051_2005_0195_3650,accountable,1,canonical
org_alias_9bb5092aa26a,org_bc0ed2ad0b17,Healthy Entrepreneurs B.V.,,implementing,1,canonical
org_alias_6a2167121482,org_6082c7dd75dd,Hecta Limited,XM-DAC-62009,implementing,1,canonical
org_alias_d4e353461b4c,org_8496fef95b22,Heifer Nederland,,funding,1,canonical
org_alias_ea1fe3ef9494,org_681566346f53,Help a Child,NL-KVK-41022454,accountable,1,canonical
org_alias_866fced38a45,org_681566346f53,Help a Child,NL-KVK-41022454,implementing,1,canonical
org_alias_88b7230ed621,org_681566346f53,Help a Child,NL-KVK-41022454,reporting,1,canonical
org_alias_acfaaf1d9d65,org_9f96e3b94492,Help for self-help to Disabled and Vulnerable Children (HDVC),,implementing,1,canonical
org_alias_74e45c0b514c,org_8035b5e375e9,"HelpAge Advocacy Network Uganda (HANU) was officially founded in 2023 following the localisation of HelpAge International’s Uganda operations. The formation of HANU was necessary to fill the gap left behind by HelpAge International, which had been a key player in advocating for the rights and welfare of older persons in Uganda. The decision to establish a national network was made to ensure the continuity of advocacy, support, and services for older people, especially as the aging population continues to grow and face challenges in accessing essential services. OUR MISSION A Uganda where older persons enjoy their rights, dignity, and well-being, living without discrimination and receiving the support and services they need to thrive. OUR VISION To champion the rights and needs of older persons in Uganda by working with a network of organizations and partners, advocating for policy reforms, improving service delivery, and empowering older persons and their communities. HENU - Health Nest Uganda - is the secretariat of the network.",UG-RSB-80034880275658,implementing,1,canonical
org_alias_0610f147e58f,org_64ae1eb9beb2,HelpAge Deutschland e.V.,,funding,1,canonical
org_alias_71ff74c9bc46,org_64ae1eb9beb2,HelpAge Deutschland e.V.,,implementing,1,canonical
org_alias_c7b334c71023,org_7948d9b819d4,HelpAge International,GB-COH-1762840,funding,1,canonical
org_alias_290300e75938,org_8235d6e07960,HelpAge International - Tanzania Country Office,,implementing,1,canonical
org_alias_e0c56d8bf5dc,org_7948d9b819d4,HelpAge International has been operating in Ukraine since November 2014 when conflict broke out in the east of the country.,GB-COH-1762840,implementing,1,canonical
org_alias_3ff79a2d41d9,org_61af33d5c990,"HelpAge Moldova provides support to women who have been victims of domestic violence and gives older people access to home-based care staff and volunteers, provide humanitarian assistance to older people of Ukraine both within the country and abroad. They bring food, medicine, and hygiene supplies for older people, their families, and communities.",MD-IDNO-1022620011229,implementing,1,canonical
org_alias_6d14db242932,org_d538be21668f,HelpAge Mozambique,MZ-MOJ-105040119,implementing,1,canonical
org_alias_83d31be3c84b,org_80bacd1f7fff,Helvetas Swiss intercooperation,CH-FDJP-CHE105834763,implementing,1,canonical
org_alias_c7ed4c7b582c,org_67e47ab155e7,Hennecke Family Foundation,,funding,1,canonical
org_alias_3783ef88ca79,org_858e0013502a,Hilfsaktion Noma e.V.,,funding,1,canonical
org_alias_57e47d543b82,org_d44ddb469cd2,Hoffnungszeichen | Sign of Hope e.V.,,implementing,1,canonical
org_alias_c8f4f9055c97,org_cb0a130c8fbf,Hopelink Action Foundation Uganda,,implementing,1,canonical
org_alias_ffe56d81139d,org_f845f418d13e,Hopital provincial de Goma,,implementing,1,canonical
org_alias_0dc9ae213428,org_3be99e0054cd,Hospice Africa Ltd,GB-CHC-1024903,reporting,1,canonical
org_alias_3c7328becb65,org_b6b149e95a2a,Hospice Ethiopia,,implementing,1,canonical
org_alias_edc60116fd2b,org_1daf5aa393a8,Hospital for Sick Children,CA-CRA_ACR-107492928,implementing,1,canonical
org_alias_5aac3d550462,org_57869db186b5,Hospital for Sick Children,,accountable,1,canonical
org_alias_0e5a2e4dda76,org_57869db186b5,Hospital for Sick Children,,implementing,1,canonical
org_alias_1a908797246e,org_f44c15bd1de0,"HumanTruths, Inc.",US-EIN-39-3437527,implementing,1,canonical
org_alias_a8745bfa9584,org_08f9668061e0,Humanistické centrum NAROVINU,XM-DAC-69-2,accountable,1,canonical
org_alias_c7cca61a46bf,org_5b11b4e0933d,Humanity & Inclusion,,implementing,1,canonical
org_alias_883bc2957f3b,org_38e3c80abf77,Humanity & Inclusion - Handicap International UK,GB-CHC-1082565,reporting,1,canonical
org_alias_65a70fabe477,org_38e3c80abf77,Humanity & Inclusion UK,GB-CHC-1082565,implementing,1,canonical
org_alias_c7b58188791c,org_a2e8505a04c5,Humanity&Inclusion,,accountable,1,canonical
org_alias_72bf9ed6e1b2,org_a2e8505a04c5,Humanity&Inclusion,,implementing,1,canonical
org_alias_96fae205e06e,org_7cfaada84783,Hungarian National Comm for UNICEF,XM-DAC-41122-C19501,funding,1,canonical
org_alias_a921b029846f,org_660c76731326,Hôpital Saint-Luc de Kisantu,,implementing,1,canonical
org_alias_f200b3778aa2,org_2e114dfa9e5e,Hôpital du Cinquantenaire de Kisangani,,implementing,1,canonical
org_alias_e508572ce67d,org_08f9668061e0,I AM RESPONSIBLE Foundation,XM-DAC-69-2,accountable,1,canonical
org_alias_6f7e8bcf9785,org_1e359c7e945b,I Choose Life - Africa,KE-NGC-3372,implementing,1,canonical
org_alias_83a310ee5438,org_c2c1dd5c7b33,IA Institut de Médecine Tropicale - Instituut voor Tropische Geneeskunde,BE-BCE_KBO-0410057701,implementing,1,canonical
org_alias_019fd61dcc95,org_be5c9aa8cb32,IAVI,,implementing,1,canonical
org_alias_cf92778c0afb,org_1f922b225ebf,IBRD - INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,,implementing,1,canonical
org_alias_6598db96db7e,org_9eca44ef099f,"ICF Incorporated, L.L.C.",US-EIN-52-0893615,implementing,1,canonical
org_alias_6e4df90add4a,org_395d09ca56ac,IFC EMERGING MARKETS SECURITIZATION 2025 1,1013751,implementing,1,canonical
org_alias_33a465f14297,org_5c96f1eb96a9,IFPRI – International Food Policy Research Institute,XM-DAC-51001,implementing,1,canonical
org_alias_47a95e1bfd64,org_8a333b5a0747,IIT Bangalore,,implementing,1,canonical
org_alias_43b3903c1a40,org_6cd3bc0a36f8,IIT Delhi,,implementing,1,canonical
org_alias_60f9eac2d7a8,org_91b682d1f78c,IMAGINE 1 DAY INTERNATIONAL ORGANIZATION,XM-DAC-41122-VN-236187,implementing,1,canonical
org_alias_baf109f178dd,org_22b0db5a6b41,IMPACT Initiatives,,implementing,1,canonical
org_alias_a4d1991823ef,org_8993e808d52f,IMPACT RELIEF AND DEVELOPMENT,XM-DAC-41122-VN-245318,implementing,1,canonical
org_alias_59c489479a38,org_587893601320,IMPACT Trust Kenya,,implementing,1,canonical
org_alias_9cf7bab75e43,org_8ace011f9715,IMPACTA GLOBAL PARTNERS SCSP,1012084,implementing,1,canonical
org_alias_2eb34efb917b,org_7af6235fefb7,IMPERIAL EDUCATIONAL TECHNLOGY LTD,1015522,implementing,1,canonical
org_alias_22bad4172bfd,org_8ae9ad31e503,INFECTIOUS DISEASES INSTITUTE,,implementing,1,canonical
org_alias_da7dcf8d5d00,org_4e1b64771307,INFRASTRUCTURE CREDIT GUARANTEE COMPANY PLC,1011873,implementing,1,canonical
org_alias_a57342377b59,org_4cd54d447722,INNOVATIVE HUMANITARIAN SOLUTIONS ETHIOPIA,XM-DAC-41122-VN-244555,implementing,1,canonical
org_alias_10af61a62042,org_f1fa5be5b35e,INS KATANGA STATISTIQUE LUBUMBASHI,XM-DAC-41122-VN-203149,implementing,1,canonical
org_alias_bbb399019aa8,org_87397ca1358e,INSPECTION PRINCIPALE PROVINCIALE TANGANYIKA,XM-DAC-41122-VN-203281,implementing,1,canonical
org_alias_3ceb6c29a8bc,org_7864d7d488fc,INSTITUT NATIONAL DE LA STATISTIQUE KANANGA,XM-DAC-41122-VN-203150,implementing,1,canonical
org_alias_cee21e3544f7,org_6743f709e097,INTEGRATED HUMANITARIAN AID,XM-DAC-41122-VN-245233,implementing,1,canonical
org_alias_ef46639942de,org_5a0d5ef78d32,INTERCHURCH MEDICAL ASSISTANCE INC,XM-DAC-21000,implementing,1,canonical
org_alias_25bee7582b45,org_b23c2b344be2,INTERNATIONAL BANK FOR RECONSTRUCTI ON AND DEVELOPMENT,XM-DAC-44001,implementing,1,canonical
org_alias_290df24c759e,org_5a4f3f454095,INTERNATIONAL CONFEDERATION OF MIDWIVES,1010573,implementing,1,canonical
org_alias_5a51f5004fc8,org_313240fa63fe,INTERNATIONAL DISABILITY ALLIANCE,CH-FDJP-66029860165,implementing,1,canonical
org_alias_096334d0d0a8,org_1463841757cb,INTERNATIONAL EMERGENCY AND DEVELOPMENT AID RELIEF,XM-DAC-41122-VN-203249,implementing,1,canonical
org_alias_6f908a878c11,org_24f5b801f5be,INTERNATIONAL MEDICAL CORPS UK,XM-DAC-41122-VN-225434,implementing,1,canonical
org_alias_10dc5fa1c90f,org_22186f9d7f4c,INTERNATIONAL ORGANIZATION FOR MIGRATION,,implementing,1,canonical
org_alias_f56e2205aee7,org_40633a71730a,INTERNATIONAL RESCUE COMMITTEE,XM-DAC-41122-VN-201373,implementing,1,canonical
org_alias_bf85c28adfbd,org_e2b547c28a30,INTERNATIONAL TELECOMMUNICATIONS UNION,XM-DAC-41303,funding,1,canonical
org_alias_d03c819eafdd,org_05bb4a0778c3,INTERPLAST - Germany e.V.,,implementing,1,canonical
org_alias_f44fff047495,org_0705c2288152,INTERSOS,XM-DAC-41122-VN-217579,implementing,1,canonical
org_alias_a748c40387c1,org_925d53d9ede4,INTERSOS,XM-DAC-41122-VN-219735,implementing,1,canonical
org_alias_eeff7c234757,org_e76cffea1b13,"INVEA - IMMIGRATION, NATIONALITY AND VITAL EVENTS AGENCY ALT",,implementing,1,canonical
org_alias_78774cf0c6e8,org_36a21e6689e6,IOM,,implementing,1,canonical
org_alias_a3090e54e4cd,org_3ac48966b591,IOM,XM-DAC-47066,implementing,1,canonical
org_alias_b3fe4361adac,org_3ac48966b591,IOM - International Organization,XM-DAC-47066,funding,1,canonical
org_alias_2407ab3439a6,org_f9e005abfb35,IORA Ecological Solutions Pvt. Ltd,,implementing,1,canonical
org_alias_cb49a5626114,org_007e580960a8,IP not published,XM-DAC-41122-VN-238291,implementing,1,canonical
org_alias_261761d0dbe3,org_01baf2e3dabb,IP not published,XM-DAC-41122-VN-251002,implementing,1,canonical
org_alias_c22db2c49fec,org_08f0daf92b22,IP not published,XM-DAC-41122-VN-242212,implementing,1,canonical
org_alias_60b44059f328,org_0ba5f936657e,IP not published,XM-DAC-41122-VN-242210,implementing,1,canonical
org_alias_561dafd8c973,org_0d09f704e673,IP not published,XM-DAC-41122-VN-240032,implementing,1,canonical
org_alias_957b5f4b8005,org_1446baecc0a1,IP not published,XM-DAC-41122-VN-238365,implementing,1,canonical
org_alias_0c5e2dea7772,org_1449b59bb705,IP not published,XM-DAC-41122-VN-237425,implementing,1,canonical
org_alias_9b5416b003a6,org_1983101eaa97,IP not published,XM-DAC-41122-VN-241566,implementing,1,canonical
org_alias_8f6a3de18243,org_1b79baf6a22a,IP not published,XM-DAC-41122-VN-250936,implementing,1,canonical
org_alias_8fff8bee9e3e,org_27a475e2a21d,IP not published,XM-DAC-41122-VN-241331,implementing,1,canonical
org_alias_8253dba938a2,org_291e2f7d5773,IP not published,XM-DAC-41122-VN-241899,implementing,1,canonical
org_alias_6d6ff72f399d,org_37c4fa16a12c,IP not published,XM-DAC-41122-VN-238300,implementing,1,canonical
org_alias_96efaa766c39,org_3c5d33fbdbc3,IP not published,XM-DAC-41122-VN-241549,implementing,1,canonical
org_alias_0286450b87b1,org_412f8ccd9c8b,IP not published,XM-DAC-41122-VN-242165,implementing,1,canonical
org_alias_8bb41ade4788,org_418cf09823c9,IP not published,XM-DAC-41122-VN-238943,implementing,1,canonical
org_alias_9af8e2fc45b0,org_4cd11dd7dcd0,IP not published,XM-DAC-41122-VN-236133,implementing,1,canonical
org_alias_515ae4883f5a,org_4fdcb7f49408,IP not published,XM-DAC-41122-VN-232631,implementing,1,canonical
org_alias_ac547a2e2d76,org_56b5aa95504d,IP not published,XM-DAC-41122-VN-240371,implementing,1,canonical
org_alias_29841296ea4c,org_59005863a9ae,IP not published,XM-DAC-41122-VN-224297,implementing,1,canonical
org_alias_b4a8425cef4b,org_61c4c6a8a83b,IP not published,XM-DAC-41122-VN-250912,implementing,1,canonical
org_alias_7852495492ff,org_6387a03ec814,IP not published,XM-DAC-41122-VN-241975,implementing,1,canonical
org_alias_bcfd6e9cd965,org_6620c44e3fa0,IP not published,XM-DAC-41122-VN-250154,implementing,1,canonical
org_alias_75796beb31d2,org_6d686889d7d5,IP not published,XM-DAC-41122-VN-222295,implementing,1,canonical
org_alias_511983185596,org_7967296d7267,IP not published,XM-DAC-41122-VN-209859,implementing,1,canonical
org_alias_8086473ad133,org_7fb213195e62,IP not published,XM-DAC-41122-VN-238156,implementing,1,canonical
org_alias_d8c5c935af1a,org_81f8ed456f15,IP not published,XM-DAC-41122-VN-236597,implementing,1,canonical
org_alias_3dcf29924723,org_86f2a9394df6,IP not published,XM-DAC-41122-VN-234956,implementing,1,canonical
org_alias_a5ac9b0e9cfa,org_8b03a6db9a5c,IP not published,XM-DAC-41122-VN-249724,implementing,1,canonical
org_alias_00487e87c1ef,org_907579a8fc51,IP not published,XM-DAC-41122-VN-240938,implementing,1,canonical
org_alias_8440c6f95693,org_915ca8803c31,IP not published,XM-DAC-41122-VN-241598,implementing,1,canonical
org_alias_91ec2d65cb51,org_9545a3089d94,IP not published,XM-DAC-41122-VN-240605,implementing,1,canonical
org_alias_7edd0abbcd52,org_96f232600e99,IP not published,XM-DAC-41122-VN-241599,implementing,1,canonical
org_alias_46dded0c99a7,org_9fc57fa92470,IP not published,XM-DAC-41122-VN-236794,implementing,1,canonical
org_alias_25d67138eecc,org_a391dd5f3b7d,IP not published,XM-DAC-41122-VN-221319,implementing,1,canonical
org_alias_3381f4996ac1,org_a570a7b3f6ba,IP not published,XM-DAC-41122-VN-210441,implementing,1,canonical
org_alias_b8f9c791d4fb,org_a9a4beeb91de,IP not published,XM-DAC-41122-VN-242228,implementing,1,canonical
org_alias_2684aef45bbd,org_aba35b72b5ee,IP not published,XM-DAC-41122-VN-249896,implementing,1,canonical
org_alias_ca0c2a63d154,org_af917c8d446b,IP not published,XM-DAC-41122-VN-242189,implementing,1,canonical
org_alias_b5aa85a0011f,org_b08ad63bd330,IP not published,XM-DAC-41122-VN-250477,implementing,1,canonical
org_alias_d8aa054f3a35,org_ba3fd13612f8,IP not published,XM-DAC-41122-VN-202987,implementing,1,canonical
org_alias_c2cd81befcae,org_bda3a29ed4dd,IP not published,XM-DAC-41122-VN-219725,implementing,1,canonical
org_alias_a02f9726217d,org_be7606d8c304,IP not published,XM-DAC-41122-VN-250803,implementing,1,canonical
org_alias_f28cbc87822d,org_bf4adb9f1ab4,IP not published,XM-DAC-41122-VN-250278,implementing,1,canonical
org_alias_8b70d2da9a3b,org_c1aadddd318e,IP not published,XM-DAC-41122-VN-217592,implementing,1,canonical
org_alias_408277f3ce86,org_c597b1b8eb92,IP not published,XM-DAC-41122-VN-241608,implementing,1,canonical
org_alias_16ac55baae1d,org_cdff6464c423,IP not published,XM-DAC-41122-VN-236587,implementing,1,canonical
org_alias_49d3912507eb,org_cfc4aabb9e21,IP not published,XM-DAC-41122-VN-241461,implementing,1,canonical
org_alias_93e06e3a5eac,org_e554ecccb948,IP not published,XM-DAC-41122-VN-241749,implementing,1,canonical
org_alias_963f36e89e29,org_edb5655fa2bb,IP not published,XM-DAC-41122-VN-202893,implementing,1,canonical
org_alias_27d6bdb5c549,org_ee2082e3bec2,IP not published,XM-DAC-41122-VN-234520,implementing,1,canonical
org_alias_6b2863ab4ec7,org_f1de6566195f,IP not published,XM-DAC-41122-VN-221416,implementing,1,canonical
org_alias_9cc6312cd169,org_f2cd4d235494,IP not published,XM-DAC-41122-VN-250349,implementing,1,canonical
org_alias_63d3c1ead367,org_fc8b0b547e1d,IP not published,XM-DAC-41122-VN-249139,implementing,1,canonical
org_alias_eb024adf6c28,org_fe08706a8cbb,IP not published,XM-DAC-41122-VN-240784,implementing,1,canonical
org_alias_9c443509c304,org_ff7635ca2105,IP not published,XM-DAC-41122-VN-241892,implementing,1,canonical
org_alias_92d2ec1886fa,org_8c43246a782e,IPA,NL-KVK-32037590,reporting,1,canonical
org_alias_0744ee290354,org_caa32254d982,IPE Global Africa Limited,52847,implementing,1,canonical
org_alias_e982050f0504,org_bc31b68426aa,IRC INTERNATIONAL RESCUE COMMITTEE ETHIOPIA,XM-DAC-41122-VN-203844,implementing,1,canonical
org_alias_f04f80aab9e4,org_cdc7d5643f34,IRC UK,GB-CHC-1065972,accountable,1,canonical
org_alias_652f342e9295,org_76c6f5313b02,IRINGA DISTRICT COUNCIL,XM-DAC-41122-VN-223429,implementing,1,canonical
org_alias_9e8e3475d1e1,org_212b1675dbb2,IReview Limited,,implementing,1,canonical
org_alias_d77d0932eea0,org_107177c61b83,ITAD LTD,,implementing,1,canonical
org_alias_658966bc2ae2,org_16412eb78be9,Iceland - Ministry for Foreign Affairs,TF533001,funding,1,canonical
org_alias_9763a95bf128,org_884d7b286015,Ifakara Health Institute,,implementing,1,canonical
org_alias_6539de43680d,org_211a57275732,Impact Fund Denmark,DK-CVR-23598612,accountable,1,canonical
org_alias_01f421010665,org_942f9a20bbd4,Impact Health Organisation (IHO),,implementing,1,canonical
org_alias_a6a2651d6ae2,org_5a0d5ef78d32,Impact Santé Afrique,XM-DAC-21000,implementing,1,canonical
org_alias_2424aacf7eb5,org_792471a271ff,In2Care BV,,funding,1,canonical
org_alias_1709bb502e28,org_f8745630db84,InSupply Health Limited,XM-DAC-23000,implementing,1,canonical
org_alias_51d519d654ea,org_4ee64fe1cca1,Incheon Institute,,implementing,1,canonical
org_alias_fdfe8253b1df,org_073756fc1d9e,Incision Group B.V.,NL-KVK-62060821,implementing,1,canonical
org_alias_22bad4172bfd,org_8ae9ad31e503,Infectious Diseases Institute,,implementing,1,canonical
org_alias_8b2df6d1c1a9,org_a2789e84b210,Infectious Diseases Research Collaboration (IDRC),,funding,1,canonical
org_alias_c82d1f0b0993,org_a2789e84b210,Infectious Diseases Research Collaboration (IDRC),,implementing,1,canonical
org_alias_a12e1d478951,org_b210b8ad5f7b,Infinity Foundation,,implementing,1,canonical
org_alias_2d4205d7efaa,org_f0e8053c08f2,Innovation Norway,XM-DAC-41122-G32405,funding,1,canonical
org_alias_e1a58c5bf86a,org_2695c1034a5b,Innovation Poverty Action,,implementing,1,canonical
org_alias_0f908026c704,org_7eecdb46db9c,Institut Pasteur de Tunis,XM-DAC-51000,implementing,1,canonical
org_alias_0d59e1552116,org_cd47973d1a9b,Institut Supérieur d'Informatique et de Gestion,,implementing,1,canonical
org_alias_736a2956f166,org_599ce777b2ed,Institut Supérieur de Développement Rural de Bukavu,,implementing,1,canonical
org_alias_493942e09303,org_a50239e2dae9,Institut Supérieur des Techniques Appliquées,,implementing,1,canonical
org_alias_0cb1a971e8d6,org_5d0c1c44ce34,"Institut de la Recherche en la Santé, Clinical Unit of Nanoro (IRSS-CRUN)",,implementing,1,canonical
org_alias_bf9899fcb400,org_f06d6323091c,Institute for Development,,implementing,1,canonical
org_alias_a05a78ae432d,org_1b7c1af693e5,Institute for Fiscal Studies,,implementing,1,canonical
org_alias_6652ca76a3e7,org_89fa8ca5645b,Institute for Healthcare Improvement,US-EIN-38-3017223,implementing,1,canonical
org_alias_554dda565049,org_a4f5169ed545,Institute of Adult Education Tanzania,,implementing,1,canonical
org_alias_955bbd3b69db,org_6ab7694dabc1,Institute of Cancer Research,,implementing,1,canonical
org_alias_1dcc633c34b2,org_0375c3bdd31a,Institute of Development Studies,,implementing,1,canonical
org_alias_f5e8490dc8ac,org_70035025f458,Institute of Development Studies,GB-COH-877338,accountable,1,canonical
org_alias_8653c4b6227a,org_476152203f94,Institute of Gender and Children's Health Research,SL-NRA-1136607-8,implementing,1,canonical
org_alias_a00e83241499,org_bc618150d8bf,Institute of Primate Research,,implementing,1,canonical
org_alias_acc91f82d98b,org_7eecdb46db9c,Instituto de Salud Global Barcelona,XM-DAC-51000,implementing,1,canonical
org_alias_7e59126b8d24,org_404442f44097,International Aid Services Germany (IAS) e.V. c/o Rainer Gessler,,implementing,1,canonical
org_alias_12456358b79f,org_38fe6b5adbe6,International Bank for Reconstruction and Development,44000,implementing,1,canonical
org_alias_59704f2b802a,org_9c25c6e3a564,International Bank for Reconstruction and Development,,implementing,1,canonical
org_alias_d2a57eff04f8,org_9d57c708398a,International Center for Tropical Agriculture,,accountable,1,canonical
org_alias_504eed0c02f7,org_9d57c708398a,International Center for Tropical Agriculture,,implementing,1,canonical
org_alias_1732b67ceb7e,org_b5948f6708cc,"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",XM-OCHA-4438,implementing,1,canonical
org_alias_728bbfaa92a7,org_67a1cff9b0f5,International Centre for Insect Physiology and Ecology,KE-KRA-KE-KRA-P051097200R,implementing,1,canonical
org_alias_b0e823f76159,org_5a0d5ef78d32,International Centre for Reproductive Health Kenya,XM-DAC-21000,implementing,1,canonical
org_alias_4b079907d729,org_448fcfbdd96f,International Committee of the Red Cross,21016,implementing,1,canonical
org_alias_464f37250b99,org_f8e06493684a,International Development Law Organization (IDLO),XM-DAC-47059,accountable,1,canonical
org_alias_026ea90ca763,org_f8e06493684a,International Development Law Organization (IDLO),XM-DAC-47059,implementing,1,canonical
org_alias_1c935c0a2b87,org_f8e06493684a,International Development Law Organization (IDLO),XM-DAC-47059,reporting,1,canonical
org_alias_6c5c13d0408b,org_3862c19bfde8,International Development Research Centre,13000,implementing,1,canonical
org_alias_6e4c0623c0af,org_6535ef19d19a,International Development Research Centre,XM-DAC-301-2,implementing,1,canonical
