donor_intelligence_id,donor_name,project_count,active_projects,pipeline_projects,reported_budget,average_score,high_priority_opportunities,top_countries,top_equipment_categories,next_window,latest_update,source_layer
donor_intel_bbee15e0daf9,Gates Foundation,407,394,13,1854710483.62,49.0,154,ET; KE; NG; CD,Diagnostic Equipment; Facility Infrastructure; IT / Health Information Systems; Medical Devices & Equipment,Q4 2026; Monitor,,intelligence
donor_intel_52e7de1997eb,UNICEF Regular Resources,249,63,186,7407403961.0,40.4,77,ET; SS; SO; KE,Facility Infrastructure; Cold Chain / Storage; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_f57b5ccc1c49,United States Fund for UNICEF,119,47,72,4550526860.0,45.4,53,ET; KE; SS; SO,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_ab65d8b9611f,Canada,141,60,81,4755244212.0,46.2,52,ET; SS; TZ; CD,Facility Infrastructure; Cold Chain / Storage; Diagnostic Equipment; IT / Health Information Systems,Monitor; Q1 2027,,intelligence
donor_intel_9bdcb1c7604a,The United Kingdom,153,40,113,6058360014.0,40.7,49,ET; SS; SO; KE,Facility Infrastructure; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_a1b6785daa21,Global - Thematic Humanitarian Resp,130,32,98,5198283406.0,40.8,41,SO; ET; SS; KE,Facility Infrastructure; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_f9b4a4c01670,German Committee for UNICEF,75,29,46,3766436808.0,44.7,32,SS; ET; KE; SO,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_9a682411f215,Consolidated Funds from NatComs,80,28,52,3742935256.0,44.3,32,ET; KE; SS; SO,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_516e0a0029b6,GAVI The Vaccine Alliance,79,27,52,2919928277.0,44.5,32,ET; SO; SS; KE,Facility Infrastructure; Cold Chain / Storage,Monitor; Q1 2027,,intelligence
donor_intel_ea94cb7c6529,Japan,122,22,100,4265469163.46,38.3,31,SS; ET; SO; KE,Facility Infrastructure; Cold Chain / Storage; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_b473bbd4bc8e,European Commission / ECHO,93,23,70,3906525102.0,40.5,29,SS; ET; SO; CD,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_1a05dce4811a,UNOCHA,113,21,92,3863789376.0,38.3,29,ET; SS; SO; KE,Facility Infrastructure; Cold Chain / Storage; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_7a4a2ef27733,USA USAID,86,24,62,2821110816.0,41.4,29,ET; CD; KE; RW,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_c40d3d0b2fe0,KfW - Germany,33,27,6,2006665572.0,60.8,29,ET; SS; CD; SO,,Q1 2027; Q4 2026,,intelligence
donor_intel_91522dfaa318,Global - Nutrition,44,25,19,1307078820.0,52.3,29,ET; SS; KE; RW,Diagnostic Equipment,Q1 2027; Monitor,,intelligence
donor_intel_a3cce5e8c205,Republic of Korea,61,24,37,2579380879.0,45.9,28,ET; RW; SS; SO,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_b119ac060305,Canadian UNICEF Committee,40,25,15,1982799261.0,54.3,28,ET; CD; SS; RW,,Q1 2027; Monitor,,intelligence
donor_intel_e8673420589f,Bureau for Humanitarian Assistance,103,21,82,3815229466.0,38.3,27,SO; SS; ET; KE,Facility Infrastructure; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_99c11c1b8b55,USA (State) GHSD,25,23,2,1772485158.0,65.2,25,KE; ET; CD; SO,,Q1 2027; Q4 2026,,intelligence
donor_intel_a478d5b90491,World Health Organization,180,180,0,178889225.42,44.7,24,ET; SO; TZ; CD,Diagnostic Equipment; Facility Infrastructure; IT / Health Information Systems,Q4 2026,,intelligence
donor_intel_e2271e6a7339,German Federal Foreign Office,24,19,5,2474316964.0,60.9,21,SS; CD; ET; KE,,Q1 2027; Q4 2026,,intelligence
donor_intel_d6d7393015b9,United Kingdom Committee for UNICEF,48,21,27,2023657910.0,46.2,21,ET; SS; KE; TZ,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_23e591e8c36d,France,52,36,16,1229019528.01,48.3,21,CD; SO; TZ; KE,Facility Infrastructure; Diagnostic Equipment,Monitor; Q4 2026,,intelligence
donor_intel_f0c91f91f520,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",33,64,0,5334356223.04,56.5,20,KE; CD; UG; ET,Facility Infrastructure; Diagnostic Equipment; Medical Devices & Equipment,Q4 2026; Active through Q4 2026,,intelligence
donor_intel_e4f991936646,World Bank - Washington D.C.,28,14,14,2191576938.0,53.8,19,SS; ET; CD; RW,Cold Chain / Storage,Monitor; Q1 2027,,intelligence
donor_intel_19d6673a2972,MPTFO - UN Multi Partner,73,14,59,1890950561.0,39.3,19,SS; SO; TZ; CD,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_612de797c6a3,UN Joint Programme,46,16,30,1761704504.0,44.3,19,SO; TZ; CD; ET,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_f68f1b021ccd,European Commission/EC,54,14,40,2019930550.0,41.0,18,ET; SO; KE; CD,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_b50e1d89e4e7,Norway,32,13,19,1615172090.0,47.9,16,ET; SS; CD; TZ,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_eefeeadfcf43,USA CDC,33,13,20,1612300778.0,46.7,16,KE; CD; ET; SS,,Monitor; Q1 2027,,intelligence
donor_intel_761c87b61ba0,Committee for UNICEF Switzerland,36,12,24,1466823860.0,45.0,16,SS; ET; RW; CD,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_ce9415510a40,Ireland,25,13,12,1060989544.0,53.6,16,TZ; ET; CD; KE,Facility Infrastructure,Q1 2027; Monitor,,intelligence
donor_intel_2bf211d25341,Central Emergency Response Fund,16,14,2,939035640.0,65.3,16,SS; CD; ET; SO,,Q1 2027; Q4 2026,,intelligence
donor_intel_9b584d4cb718,European Investment Bank,16,13,3,968552691.21,66.3,15,CD; ET; TZ; KE,Diagnostic Equipment; Facility Infrastructure,Q1 2027; Q4 2026,,intelligence
donor_intel_9aec35c79b4e,Germany,54,15,39,1811552542.07,38.6,14,SS; ET; SO; UG,Facility Infrastructure; Medical Devices & Equipment,Monitor; Q4 2026,,intelligence
donor_intel_3fcead5e1762,SIDA - Sweden,66,12,54,2598085724.0,36.8,13,SO; ET; KE; SS,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_39263389d035,Nutrition International,35,10,25,1346742914.0,42.5,13,ET; SS; RW; KE,Facility Infrastructure; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_2f967c50ef62,UNICEF-United Arab Emirates,13,12,1,811086092.0,64.7,13,TZ; CD; KE; SS,,Q1 2027; Q4 2026,,intelligence
donor_intel_53a0c2b7bc6d,Ministry of Foreign Affairs,37,37,0,19284387920.0,54.9,12,TZ; CD; ET; KE,Diagnostic Equipment; Facility Infrastructure; Medical Devices & Equipment; Vehicles & Transport,Q4 2026,,intelligence
donor_intel_38dbd967082d,Global - Health,23,10,13,2081932398.0,46.6,11,SS; KE; RW; ET,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_be2152057d47,The Global Fund to Fight AIDS,22,9,13,1147443522.0,46.8,10,SO; SS; ET; KE,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_0de2f262e6f5,UNFPA - UN Population Fund,31,9,22,953110612.0,41.7,10,ET; KE; UG; SS,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_2da4d0b37c84,United States of America,14,9,5,556142372.0,56.9,10,TZ; KE; SS; ET,Facility Infrastructure,Q1 2027; Monitor,,intelligence
donor_intel_4df979cf24d1,Ministry of Health and Welfare,11,11,0,10339000000.0,61.8,9,UG; ET; TZ; RW,Medical Devices & Equipment,Q4 2026,,intelligence
donor_intel_d433ca55e43d,Republic of South Sudan,17,7,10,1520803132.0,48.3,9,SS,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_6ace185eedb8,Netherlands,47,2,45,822971830.0,35.6,9,ET; RW; SS; KE,Facility Infrastructure; Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_ec9f74ca516a,Saudi Arabia,12,8,4,817979574.0,56.1,9,SO; CD; ET; TZ,,Q1 2027; Monitor,,intelligence
donor_intel_245b5cd13122,Danish Committee for UNICEF,12,8,4,489710342.0,59.2,9,ET; KE; CD; RW,Facility Infrastructure,Q1 2027; Monitor,,intelligence
donor_intel_31869c0b6efa,USA (State) BPRM,24,7,17,996786624.0,41.1,8,ET; UG; SS; KE,,Monitor; Q1 2027,,intelligence
donor_intel_4d2a7c1d4384,Korea International Cooperation Age,9,7,2,847347336.0,65.7,8,CD; KE; TZ,,Q1 2027,,intelligence
donor_intel_3fe95ee0be57,Global - HIV and AIDS,20,9,11,462468670.0,46.1,8,ET; KE; RW; SS,,Monitor; Q1 2027,,intelligence
donor_intel_275719ea1460,Global - Water Sanitation & Hygiene,22,3,19,438656210.0,42.1,8,SS; KE; RW; ET,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_73579e467d93,Ministry for Foreign Affairs of Finland,279,279,0,124752296.27,28.2,8,SO; TZ; ET; KE,Facility Infrastructure; Diagnostic Equipment; Medical Devices & Equipment; Vehicles & Transport,Monitor; Q4 2026,,intelligence
donor_intel_53c418bf108c,UNAIDS - Joint UN Programme,16,8,8,1096518964.0,46.3,7,ET; KE; SS; RW,,Monitor; Q1 2027,,intelligence
donor_intel_630ab987ad47,British Government (DFID),11,7,4,452660112.0,54.7,7,ET; CD; TZ; KE,Facility Infrastructure,Q1 2027; Monitor,,intelligence
donor_intel_2732dd1226ad,United Nations Office for Project Services,22,22,0,99670231.0,52.0,7,ET; TZ; CD; KE,Diagnostic Equipment; Facility Infrastructure; Medical Devices & Equipment; Vehicles & Transport,Monitor; Q4 2026,,intelligence
donor_intel_d005f43fe239,Ministry of Economy and Finance,11,0,11,0.0,53.5,7,TZ; ET; RW; SS,Facility Infrastructure; Medical Devices & Equipment,Q4 2026,,intelligence
donor_intel_64e6da45051a,French Committee for UNICEF,17,5,12,1109471136.0,41.3,6,SS; ET; CD; TZ,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_18078e984611,Democratic Republic of the Congo,15,9,6,942092668.91,47.1,6,CD,,Q1 2027; Monitor,,intelligence
donor_intel_58b454c049e6,WHO - World Health Organization,13,5,8,873734112.0,46.0,6,UG; SS; KE; CD,,Monitor; Q1 2027,,intelligence
donor_intel_ff22d85bfd98,Kenya,11,7,4,495010382.0,51.0,6,KE,,Q1 2027; Monitor,,intelligence
donor_intel_d74e1accd391,UK - Department of Health and Social Care (DHSC),18,17,1,237755661.74,47.1,6,KE; UG; GB; ZA,Facility Infrastructure; IT / Health Information Systems; Vehicles & Transport,Q2 2027; Monitor,,intelligence
donor_intel_48a87665eaa6,Norwegian Government,27,27,0,171273494.0,43.0,6,UG; ET; TZ; KE,Facility Infrastructure,Q4 2026; Monitor,,intelligence
donor_intel_5a11f2f9bc44,Canada. Parliament,26,26,0,27943293.0,53.3,6,KE; UG; TZ; CD,Facility Infrastructure; Diagnostic Equipment; IT / Health Information Systems,Q2 2027; Q1 2027,,intelligence
donor_intel_857837852594,Global - Programmes,5,3,2,638727520.0,67.6,5,CD; RW,,Q1 2027,,intelligence
donor_intel_bbe956747bd1,Switzerland,10,4,6,521063826.0,47.4,5,SO; CD; TZ; SS,,Monitor; Q1 2027,,intelligence
donor_intel_c1a682ee3490,Ethiopia,11,5,6,452736786.0,45.4,5,ET,,Monitor; Q1 2027,,intelligence
donor_intel_3ab9380fa252,China,9,4,5,304447410.0,49.8,5,KE; RW; SO,,Q1 2027; Monitor,,intelligence
donor_intel_d901cc4bb813,Norwegian Committee for UNICEF,6,5,1,141750134.0,57.8,5,SS; KE; ET,,Q4 2026; Q1 2027,,intelligence
donor_intel_c8bbef7def40,Cyprus,5,3,2,99901230.0,65.9,5,TZ; KE; SS; UG,,Q1 2027; Q4 2026,,intelligence
donor_intel_c65161bf90f8,Bill &amp,32,32,0,43006494.87,46.3,5,UG; KE; ET; SO,Diagnostic Equipment; Facility Infrastructure; IT / Health Information Systems,Q4 2026,,intelligence
donor_intel_9dc9d84fbfe4,Melinda Gates Foundation,32,32,0,43006494.87,46.3,5,UG; KE; ET; SO,Diagnostic Equipment; Facility Infrastructure; IT / Health Information Systems,Q4 2026,,intelligence
donor_intel_b56ccae6449d,"Development Office (FCDO), United Kingdom",12,12,0,31007565.04,56.2,5,CD; KE; TZ; UG,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_0dd36ab81e93,"Foreign, Commonwealth &amp",12,12,0,31007565.04,56.2,5,CD; KE; TZ; UG,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_6b90538ee3f4,United Arab Emirates,16,3,13,610313078.0,38.1,4,ET; SO; SS; KE,,Monitor; Q4 2026,,intelligence
donor_intel_3e9d27577e59,UNOPS - UN Office for Project,9,4,5,577947186.0,44.8,4,ET; KE; RW; SS,,Monitor; Q1 2027,,intelligence
donor_intel_7346e5497efa,Netherlands Committee for UNICEF,14,4,10,416053978.0,38.9,4,KE; SO; UG,,Monitor; Q1 2027,,intelligence
donor_intel_29bb94f5978b,Somalia,4,4,0,358792166.0,65.3,4,SO,,Q1 2027,,intelligence
donor_intel_57aa8b00a136,Global - Education,7,3,4,262980312.0,55.2,4,SS; CD; KE; RW,,Q1 2027; Monitor,,intelligence
donor_intel_466e5906ddec,Finland,7,3,4,182526868.0,49.6,4,TZ; SO; ET; UG,,Q1 2027; Monitor,,intelligence
donor_intel_aab90aecd1a7,Pandemic Fund,6,6,0,29411923.85,66.2,4,ET; TZ; CD; RW,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_6f2b16ab6b9f,United Nations Multi-Partner Trust Fund Office (MPTFO),13,13,0,22291344.79,52.1,4,TZ; RW; ET; KE,IT / Health Information Systems; Diagnostic Equipment; Facility Infrastructure,Q4 2026,,intelligence
donor_intel_cee943fea72c,WHO Contingency Fund for Emergencies,6,6,0,18497987.48,65.6,4,SS; UG; CD; SO,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_b7d4c310a94f,"Federal Ministry for Economic Cooperation and Development (BMZ), Germany",4,4,0,16583490.92,78.2,4,ET; KE; SO; SS,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_59b07177ac15,USAID/Food for Peace,28,1,27,1055361208.0,33.1,3,SS; KE; SO; ET,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_65d36d0e8501,Canada/IHA,31,0,31,953733928.0,32.9,3,SO; ET; KE,Facility Infrastructure; Diagnostic Equipment,Monitor,,intelligence
donor_intel_14899e19366e,Japan Committee for UNICEF,28,0,28,618724812.0,32.6,3,SO; ET; KE; UG,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_bae35b4e1ad8,Rotary International,15,2,13,512601828.07,37.9,3,CD; ET; SO; SS,Diagnostic Equipment; Cold Chain / Storage,Monitor; Q4 2026,,intelligence
donor_intel_ec4462881a13,UNICEF-Saudi Arabia,14,1,13,383595298.0,36.8,3,ET; SS; SO,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_2ff1de41845b,Global - Social Policy & Social,3,2,1,372009090.0,67.5,3,CD,,Q1 2027,,intelligence
donor_intel_c2def7b3fe28,Federal Ministry for Economic Cooperation and Development (BMZ),104,104,0,321941625.77,31.2,3,CD; ET; TZ; KE,Facility Infrastructure; Medical Devices & Equipment; Diagnostic Equipment; IT / Health Information Systems,Active through Q4 2026; Q4 2026,,intelligence
donor_intel_34be5e881e6b,Global - Child Protection,7,2,5,316615080.0,44.9,3,SS; RW; UG,,Monitor; Q4 2026,,intelligence
donor_intel_20633f5a038a,Global Partnership for Education,4,2,2,199982806.0,57.3,3,SS; ET; RW,,Q1 2027; Monitor,,intelligence
donor_intel_858f4e7af636,New Zealand Committee for UNICEF,3,2,1,141923582.0,64.8,3,SS,Facility Infrastructure,Q4 2026; Monitor,,intelligence
donor_intel_47efb4639043,United Republic of Tanzania,6,6,0,89426390.09,58.2,3,TZ,Facility Infrastructure,Q1 2027; Q4 2026,,intelligence
donor_intel_27f3950087e4,Uganda,6,4,2,61538837.24,51.4,3,UG,,Q1 2027; Q4 2026,,intelligence
donor_intel_d6765f2be355,European Commission,92,81,11,42725000.0,29.3,3,CD; ET; RW; SO,Facility Infrastructure; IT / Health Information Systems,Q3 2026; Monitor,,intelligence
donor_intel_a0407a9e18b1,"Ministry of Foreign Affairs, Ireland",13,13,0,22504375.33,49.0,3,UG; TZ; CD; ET,Diagnostic Equipment; Facility Infrastructure,Q4 2026,,intelligence
donor_intel_c6d0f9aa14d6,"Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO), European Commission",4,4,0,19422983.33,68.9,3,SS; CD; ET,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_a413c79fc8be,United Nations Central Emergency Response Fund (CERF),4,4,0,18713726.7,68.8,3,CD; ET; SO; SS,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_8b8feb0d49cf,"Department of Foreign Affairs, Trade and Development (DFATD), Canada",5,5,0,14536256.03,63.1,3,ET; CD; KE; SO,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_5c912d2db51d,Embassy of the Kingdom of the Netherlands Ethiopia,3,3,0,13355687.0,78.5,3,ET,Facility Infrastructure; IT / Health Information Systems,Q3 2026,,intelligence
donor_intel_bab51023cc03,UK - Department for International Development (DFID),49,47,2,1214042438.9,33.4,2,UG; TZ; ET; SO,Facility Infrastructure; Medical Devices & Equipment; IT / Health Information Systems,Monitor; Q1 2027,,intelligence
donor_intel_402a3b91f677,YOUNG CHILD SURVIVAL & DEVELOPMENT,37,0,37,999623760.0,31.3,2,SO; ET; KE; CD,Facility Infrastructure,Monitor,,intelligence
donor_intel_c073d97dd896,Italy,24,0,24,782096236.0,32.0,2,SS; SO; UG; ET,Facility Infrastructure,Monitor,,intelligence
donor_intel_2b97181027e2,UNDP - UN Development Programme,32,1,31,757888926.0,30.7,2,RW; SS; SO; ET,Diagnostic Equipment,Monitor; Q1 2027,,intelligence
donor_intel_dd561b8eaa1b,Denmark,23,1,22,732291874.0,32.7,2,SS; SO; ET; TZ,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_dd5249166741,Donor Pooled Fund (mixed donors),16,1,15,456514350.0,33.3,2,ET; SS; KE; CD,Facility Infrastructure,Monitor; Q1 2027,,intelligence
donor_intel_75b298a477a7,Australia,19,0,19,308425864.0,32.4,2,SO; ET; SS; KE,Diagnostic Equipment; Facility Infrastructure,Monitor,,intelligence
donor_intel_51288d140528,Spain,8,0,8,250760834.0,37.7,2,SO; SS,Facility Infrastructure,Monitor,,intelligence
donor_intel_dbaec751ef47,SAFE AND HEALTHY ENVIRONMENT,2,2,0,224593372.0,64.9,2,KE; SO,,Q1 2027,,intelligence
donor_intel_e808c78670fe,Hong Kong Committee for UNICEF,4,2,2,201682146.0,46.8,2,SS; KE; SO,,Monitor; Q4 2026,,intelligence
donor_intel_0422969a3b44,Education Cannot Wait Fund,2,2,0,149882412.0,65.6,2,CD; ET,,Q1 2027,,intelligence
donor_intel_ec5ae0362db0,Italian Committee for UNICEF,9,2,7,125878068.0,36.1,2,CD; SO; UG; KE,,Monitor; Q1 2027,,intelligence
donor_intel_0247e5c03fca,Global - Gender Equality,2,1,1,80661410.0,67.9,2,CD; SO,,Q1 2027,,intelligence
donor_intel_3dcf21e1de40,Catalan Agency for Development,2,2,0,77738492.0,64.0,2,KE,,Q1 2027,,intelligence
donor_intel_b69019b5e4e8,UNICEF-QATAR,2,1,1,48026474.0,66.2,2,KE; TZ,,Q1 2027,,intelligence
donor_intel_3054055cd6b5,Invest International B.V.,7,7,0,36283129.91,48.7,2,KE; UG; ET; RW,Diagnostic Equipment; Facility Infrastructure; IT / Health Information Systems; Medical Devices & Equipment,Q1 2027; Monitor,,intelligence
donor_intel_d7a7af416a91,African Development Fund,2,2,0,36000000.0,79.4,2,ET; KE,Diagnostic Equipment; Facility Infrastructure,Q4 2026,,intelligence
donor_intel_336ce1ee11dd,"Gavi, the Vaccine Alliance",16,16,0,29463119.24,45.5,2,SS; TZ; ET; KE,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_b056c762d02a,Directorate-general Development Cooperation and Humanitarian Aid,11,11,0,27409686.0,31.4,2,CD; UG; KE; RW,Facility Infrastructure,Q1 2027; Active through Q1 2028,,intelligence
donor_intel_e345baa6ac47,NIHR,8,8,0,24908570.06,50.6,2,GB; UG; ET; KE,Diagnostic Equipment; Facility Infrastructure; IT / Health Information Systems,Monitor; Q1 2027,,intelligence
donor_intel_02cffff7406c,United Nations Children&apos,8,8,0,18198796.59,50.2,2,SS; ET; SO; CD,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_266cbb2230b2,s Fund (UNICEF),8,8,0,18198796.59,50.2,2,SS; ET; SO; CD,Diagnostic Equipment,Q4 2026,,intelligence
donor_intel_7487c6ab5805,"Ministry of Foreign Affairs, Japan",4,4,0,14678399.18,60.1,2,ET; TZ,Diagnostic Equipment; Facility Infrastructure,Q4 2026,,intelligence
donor_intel_3d5023781142,South Sudan,8,8,0,9262778.7,49.8,2,SS,Diagnostic Equipment; IT / Health Information Systems,Q4 2026,,intelligence
donor_intel_a4487acae707,"Great Britain. Foreign, Commonwealth & Development Office",6,6,0,7472400.0,57.1,2,KE; ET; GH; NG,Facility Infrastructure; IT / Health Information Systems,Q2 2027; Q1 2027,,intelligence
donor_intel_5b5eed9ca6ea,William and Flora Hewlett Foundation,2,2,0,2495200.0,89.2,2,ET; KE; MW; NG,Facility Infrastructure,Q2 2027,,intelligence
donor_intel_a25086f8e206,The Aids Support Organisation (TASO) Uganda Limited,1,1,0,10700321916.0,60.0,1,UG,Facility Infrastructure,Monitor,,intelligence
donor_intel_07c795ab3e7d,UNICEF,53,10,43,1692496732.37,25.9,1,CD; SO; SS; TZ,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_66a0c2942a23,Netherlands Ministry of Foreign Affairs,16,16,0,1393724242.21,40.1,1,ET; KE; NG; UG,Facility Infrastructure,Monitor; Q4 2026,,intelligence
donor_intel_f932fd483c1e,International Development Association,5,5,0,1102000015.0,48.1,1,CD; ET; KE; RW,Facility Infrastructure,Q3 2026,,intelligence
donor_intel_c213a54f5e72,EU-Commission of the European Communities,10,10,0,815897484.34,44.6,1,SO; ET; CD; RW,Facility Infrastructure,Q2 2028; Monitor,,intelligence
donor_intel_d9b6a2b7ed57,Canada/GID,34,0,34,761232878.0,30.1,1,ET; SS; CD; TZ,Diagnostic Equipment,Monitor,,intelligence
donor_intel_2af479609fef,Norway - Ministry of Foreign Affairs,9,9,0,732311155.5,45.3,1,SO; CD; ET; KE,Facility Infrastructure,Q1 2027; Q2 2027,,intelligence
