organisation_intelligence_id,organisation_entity_id,organisation_name,account_type,roles,activity_count,active_activity_count,pipeline_activity_count,country_codes,country_names,reported_budget,average_opportunity_score,high_priority_opportunities,top_equipment_categories,commercial_relevance,latest_update,source_layer
org_intel_2317c9bf9f70,org_d94b211dac81,Hanoi Medical University,Implementing Partner,implementing,1,1,0,BW; CD; GN; MW; MZ; ZA; VN,BW; Democratic Republic of the Congo; GN; MW; MZ; ZA; VN,2984340.0,57.9,0,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 2,,intelligence
org_intel_a2808182501a,org_baff44e1057d,Malawi Liverpool Wellcome Trust clinical Research Unit,Implementing Partner,implementing,1,1,0,BW; CD; GN; MW; MZ; ZA; VN,BW; Democratic Republic of the Congo; GN; MW; MZ; ZA; VN,2984340.0,57.9,0,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 2,,intelligence
org_intel_ac1eb35e8bbd,org_8d7186a69be9,St. George's University of London (SGUL),Implementing Partner,implementing,1,1,0,BW; CD; GN; MW; MZ; ZA; VN,BW; Democratic Republic of the Congo; GN; MW; MZ; ZA; VN,2984340.0,57.9,0,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 2,,intelligence
org_intel_a9884bbbf0ef,org_3d0b38a1b202,Wits Health Consortium,Implementing Partner,implementing,1,1,0,BW; CD; GN; MW; MZ; ZA; VN,BW; Democratic Republic of the Congo; GN; MW; MZ; ZA; VN,2984340.0,57.9,0,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 2,,intelligence
org_intel_6a16b2059071,org_a6a52c35073e,Drugs for Neglected Diseases initiative,Implementing Partner,implementing,1,1,0,BW; CD; GN; MW; MZ; ZA; VN,BW; Democratic Republic of the Congo; GN; MW; MZ; ZA; VN,2984340.0,57.9,0,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 2,,intelligence
org_intel_6dee44fabe01,org_825d63548399,The University of Manchester,Accountable Agency,reporting; accountable,2,2,0,KE; GB; UG; TZ,Kenya; GB; Uganda; Tanzania,2909402.0,56.8,0,Facility / hospital infrastructure; Facility Infrastructure; Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_acda963a2c05,org_7a3d99dd3ace,IP not published,Implementing Partner,implementing,1,0,1,CD,Democratic Republic of the Congo,2872736.0,55.7,0,Medical devices,Tier 2,,intelligence
org_intel_339d83d0d43c,org_824c6763cc56,Jomo Kenyatta University of Science and Technology,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_213dc5c0ca1f,org_426fabdbf8cd,"Kenyatta University Teaching, Referral and Research Hospital",Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_0e7736e3787e,org_9a7bd1ffa3c8,Manchester University NHS Foundation Trust,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_4414a3d4a560,org_dfd7ce4be0dc,Mount Kenya University,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_30a8e82f3fe7,org_4b0cb2bdb82c,National Cancer Institute of Kenya,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_587ee4ec9363,org_a50a5de5642b,Salford Royal NHS Foundation Trust,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_becd41035ee0,org_77913c1d4c93,Tenwek Hospital,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_953d3f876698,org_22455ebca194,The Christie NHS Foundation Trust,Implementing Partner,implementing,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_9196b0740a5f,org_cb5b31dc2796,Department of Health and Social Care (DHSC) Global Health Research,Reporting Organisation,reporting,1,1,0,KE; GB,Kenya; GB,2789607.0,57.8,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_80a8737dc977,org_a9a38d8b87a3,Brown University,Implementing Partner,implementing,1,1,0,ET,Ethiopia,2769572.0,59.7,0,Medical devices,Tier 2,,intelligence
org_intel_927dcfda2434,org_0643a73b757b,The University of Alabama at Birmingham,Implementing Partner,implementing,2,2,0,KE; PK; CD; ET; NG; IN; BD; ID,Kenya; PK; Democratic Republic of the Congo; Ethiopia; NG; IN; BD; ID,2642708.0,59.2,0,Facility / hospital infrastructure; Medical devices,Tier 2,,intelligence
org_intel_3c1226020d64,org_3f232c6ebd7c,International Finance Corporation,Implementing Partner,implementing,2,2,0,AO; GN; KE; UG; ZM; IN; BD; KH; ET,AO; GN; Kenya; Uganda; ZM; IN; BD; KH; Ethiopia,2500000.0,59.1,0,Medical devices,Tier 2,,intelligence
org_intel_c15025810af8,org_c7602a88dff4,Canterbury Christ Church University,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_c3460cf451d1,org_efab8d479c4b,"Institut de la Recherche en la Santé, Clinical Unit of Nanoro (IRSS-CRUN)",Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_2d2f6d9ecf3a,org_6ab7694dabc1,Institute of Cancer Research,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_793d16f9328b,org_6b2f137dc7a1,Masinde Muliro University of Technology and Sciences,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_db2d1da9d8e1,org_dd9ab43043c6,Mino Health AI,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_bfcf857ad708,org_5173e823de58,MRC Unit The Gambia,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_b3c175e9e9cd,org_5fb976883cd1,Patient Helping Fund Organization,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_b1b4a8367e23,org_2bb241b816a2,The Hague University of Applied Sciences,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_0a20c2a7f6f0,org_c09b3535f8c2,Tropical Diseases Research Centre,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_faf173813116,org_2706368475cd,University of Ghana,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_8f78cd2cc553,org_6a6df2c66a09,University of Khartoum,Implementing Partner,implementing,1,1,0,GM; GH; BF; KE; SD; ZM,GM; GH; BF; Kenya; SD; ZM,2153794.0,57.7,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_c68205aa3d39,org_130c8f522053,Epicentre,Implementing Partner,implementing,1,1,0,CD,Democratic Republic of the Congo,2106868.0,59.5,0,Medical devices,Tier 2,,intelligence
org_intel_764f31a082a5,org_e68d69d85fab,Green Pastures hospital,Implementing Partner,implementing,1,1,0,BE; EG; IE; NP; RW; CH; GB; US,BE; EG; IE; NP; Rwanda; CH; GB; US,1938463.01,57.6,0,Medical devices,Tier 2,,intelligence
org_intel_81123ece3265,org_f2d63a30c1ca,International Nepal Fellowship Nepal,Implementing Partner,implementing,1,1,0,BE; EG; IE; NP; RW; CH; GB; US,BE; EG; IE; NP; Rwanda; CH; GB; US,1938463.01,57.6,0,Medical devices,Tier 2,,intelligence
org_intel_320f6167884a,org_982bae3789c8,The Organisation of Islamic Cooperation (OIC),Implementing Partner,implementing,4,4,0,SO,Somalia,1837646.0,56.3,0,Diagnostic Equipment; Diagnostic equipment; Facility / hospital infrastructure; Vehicles & Transport,Tier 2,,intelligence
org_intel_84ef588e1aea,org_a3aac5bdcb15,Stanford University,Implementing Partner,implementing,1,1,0,ET; NP,Ethiopia; NP,1833597.0,59.4,0,Medical devices,Tier 2,,intelligence
org_intel_5b650f89fa6f,org_89fa8ca5645b,Institute for Healthcare Improvement,Implementing Partner,implementing,1,1,0,ET; KE; BD,Ethiopia; Kenya; BD,1499238.0,59.3,0,Diagnostic equipment; Facility / hospital infrastructure,Tier 2,,intelligence
org_intel_dc3921b8531e,org_0613d5456816,MedAccess Guarantee Limited,Accountable Agency,accountable,1,1,0,CD; KE; NG; TZ; ZM; ZW,Democratic Republic of the Congo; Kenya; NG; Tanzania; ZM; ZW,1099974.0,57.1,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_5ed7f042b097,org_8aaba877e0e0,University of Manitoba,Implementing Partner,implementing,1,1,0,KE; NG,Kenya; NG,936963.0,59.0,0,Facility / hospital infrastructure,Tier 2,,intelligence
org_intel_8a50770091c1,org_7e8bb468f642,Gesundes Afrika e.V.,Donor,funding,1,1,0,UG,Uganda,872726.0,57.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 2,,intelligence
org_intel_ab269409b489,org_16466d9a7ed7,World Health Orgaisation,Donor,funding,1,1,0,KE,Kenya,838311.0,56.9,0,Diagnostic Equipment; Diagnostic equipment,Tier 2,,intelligence
org_intel_30411168c9db,org_9001fc95008b,Ghent University,Implementing Partner,implementing,1,1,0,ET,Ethiopia,832989.0,58.9,0,Medical devices,Tier 2,,intelligence
