organisation_intelligence_id,organisation_entity_id,organisation_name,account_type,roles,activity_count,active_activity_count,pipeline_activity_count,country_codes,country_names,reported_budget,average_opportunity_score,high_priority_opportunities,top_equipment_categories,commercial_relevance,latest_update,source_layer
org_intel_1e1a586dfc27,org_0ab0e3972311,STATE MINISTRY OF HEALTH CES,Implementing Partner,implementing,5,4,1,SS,South Sudan,1131179098.0,80.6,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_543ff556faf1,org_32a0e7f632ae,AGENCY FOR CHILD RELIEF AID,Implementing Partner,implementing,4,4,0,SS,South Sudan,1116021702.0,86.5,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_532d56caeb41,org_c049fb77d9f2,DOCTORS WITH AFRICA CUAMM,Implementing Partner,implementing,4,3,1,SS,South Sudan,1099186034.0,79.7,4,Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_b85dfa8fad6e,org_76081d50f8a2,STATE MINISTRY OF HEALTH WARRAP,Implementing Partner,implementing,5,3,2,SS,South Sudan,1052406906.0,75.0,4,Medical devices; Cold Chain / Storage; Cold chain; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_ecac08fe2647,org_c073ab2e5c7c,STATE MINISTRY OF HEALTH,Implementing Partner,implementing,6,3,3,SS,South Sudan,1013863254.0,72.0,4,Facility / hospital infrastructure; Medical devices; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_69fc3c550591,org_1a04bec92649,STATE MINISTRY OF HEALTH UNITY,Implementing Partner,implementing,5,3,2,SS,South Sudan,834857488.0,80.5,4,Facility / hospital infrastructure; Medical devices; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_96e6ba15ca90,org_ed531393b3f3,DIVISION PROVINCIALE DE LA SANTE DU NORD KIVU,Implementing Partner,implementing,6,3,3,CD,Democratic Republic of the Congo,712031130.0,82.3,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_37a4c3d33126,org_612567bfed83,INSPECTION PROVINCIALE DE SANTE DU TANGANYIKA,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,662484850.0,93.8,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_821b55a514f3,org_2cfe7225a1ec,CROIX ROUGE RDC SUD KIVU,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,652804780.0,93.8,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_df509d538ba0,org_b046a76cabd2,AIDES ACTIONS ET INTERVENTIONS POUR LE DEVELOPPEMENT ET ENCADREMENT SOCIAL,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,652804780.0,93.8,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_e5cc500bcb79,org_1d087f9a116f,DIVISION PROVINCIALE DE LA SANTE SUD KIVU,Implementing Partner,implementing,4,3,1,CD,Democratic Republic of the Congo,630028850.0,95.2,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_9dcac60f5878,org_5fc2867663a4,United Arab Emirates,Donor,funding,16,3,13,SS; SO; KE; ET,South Sudan; Somalia; Kenya; Ethiopia,610313078.0,62.6,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_6eaa5043a8f3,org_19e35ce52d1e,DIVISION PROVINCIALE DE LA SANTE KASAI ORIENTAL,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,606350220.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d3c8da452bec,org_ccbac76660dd,DPS HAUT LOMAMI DIVISION PROVINCIALE DE LA SANTE,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,606350220.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_2712fda4bc7e,org_7fe16aaa0f61,DIVISION PROVINCIALE DE LA SANTE DU KASAI,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,606350220.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_06ded4decab5,org_5043d80bee75,DIVISION PROVINCIALE DE LA SANTE DU SUD UBANGI,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,606350220.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_636f93c6c6c7,org_2ea1f1b3c395,DPS LOMAMI DIVISION PROVINCIALE DE SANTE LOMAMI,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,606350220.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_10b01a1765b0,org_550ef697ba37,DIVISION PROVINCIALE DE LA SANTE DE HAUT UELE,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,606350220.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_43c184f948c6,org_efff7f688be5,RESEAU DES MEDIAS POUR LE DEVELOPPEMENT REMED,Implementing Partner,implementing,5,3,2,CD,Democratic Republic of the Congo,591508954.0,87.6,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_a3a85f5a94c9,org_0e97fe95089d,DIVISION PROVINCIALE DE LA SANTE DU NORD UBANGI,Implementing Partner,implementing,4,4,0,CD,Democratic Republic of the Congo,488700780.0,93.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d3870530510a,org_2497503974e6,COOPERATIONE INTERNATIONALE,Implementing Partner,implementing,4,3,1,CD,Democratic Republic of the Congo,461126560.0,95.0,4,Medical devices,Tier 1,,intelligence
org_intel_f549c76acc9f,org_8fee2084932b,MINISTERE DE LA SANTE PROGRAMME ELARGIE DE VACCINATION,Implementing Partner,implementing,4,3,1,CD,Democratic Republic of the Congo,456244780.0,95.0,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d4b115f186a7,org_06c51202a391,SAVE COMMUNITIES IN CONFLICTS,Implementing Partner,implementing,4,3,1,CD,Democratic Republic of the Congo,456244780.0,95.0,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_2c3f3e352792,org_b0dd10fbfd04,INSTITUT NATIONAL DE SANTE PUBLIQUE,Implementing Partner,implementing,4,3,1,CD,Democratic Republic of the Congo,456244780.0,95.0,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_02ce0eb0920c,org_f9897122df09,PRONANUT PROG NAT NUTRITION KINSHASA,Implementing Partner,implementing,4,3,1,CD,Democratic Republic of the Congo,418020000.0,95.0,4,Medical devices,Tier 1,,intelligence
org_intel_a06640f07560,org_7c2147904355,Netherlands Committee for UNICEF,Donor,funding,14,4,10,KE; SO; UG,Kenya; Somalia; Uganda,416053978.0,62.9,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_acda963a2c05,org_7a3d99dd3ace,IP not published,Implementing Partner,implementing,5,3,2,SO; CD; TZ; SS,Somalia; Democratic Republic of the Congo; Tanzania; South Sudan,390082902.0,74.6,4,Facility / hospital infrastructure; Cold Chain / Storage; Cold chain; Medical devices,Tier 1,,intelligence
org_intel_4b0f9f9ae888,org_daa1751d7af3,Federal Ministry of Health of the Federal Democratic Republic of Ethiopia,Implementing Partner,implementing; accountable,4,4,0,ET,Ethiopia,389461168.69,75.0,4,Medical devices; Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_a9d8c9b95420,org_964002c49673,Somalia,Donor,funding,4,4,0,SO,Somalia,358792166.0,86.3,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_b295157864bd,org_92308f73aeac,UNITAID,Donor,funding,19,4,15,TZ; CD; ET; KE; UG,Tanzania; Democratic Republic of the Congo; Ethiopia; Kenya; Uganda,355957505.37,53.4,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_2751a8f9ec94,org_9519d1e35b5e,MINISTRY OF HEALTH SOUTH WEST STATE SOMALIA,Implementing Partner,implementing,4,4,0,SO,Somalia,340181764.0,95.0,4,Facility / hospital infrastructure; Facility Infrastructure; Medical devices,Tier 1,,intelligence
org_intel_1fb0945e10f5,org_53a53babc78f,MUNICIPALITY OF MOGADISHU MOM BENAADIR REGIONAL ADMINISTRATION,Implementing Partner,implementing,4,4,0,SO,Somalia,340181764.0,95.0,4,Facility / hospital infrastructure; Facility Infrastructure; Medical devices,Tier 1,,intelligence
org_intel_89f8032218b4,org_b560c2233d4a,MINISTRY OF HEALTH AND SOCIAL CARE HIRSHABELLE STATE OF SOMALIA,Implementing Partner,implementing,4,4,0,SO,Somalia,340181764.0,95.0,4,Facility / hospital infrastructure; Facility Infrastructure; Medical devices,Tier 1,,intelligence
org_intel_f9d15f942e0d,org_9735af6a71d3,AMHARA DEVELOPMENT ASSOCIATION,Implementing Partner,implementing,4,4,0,ET,Ethiopia,213864302.0,86.0,4,Medical devices,Tier 1,,intelligence
org_intel_0dfa2c582991,org_d51b37d038d2,MOTHERS AND CHILDREN MULTISECTORAL DEVELOPMENT ORGANIZATION,Implementing Partner,implementing,5,4,1,ET,Ethiopia,212069542.0,74.4,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d047883c7fc6,org_7c8d8f8b3dd9,RELIEF SOCIETY OF TIGRAY,Implementing Partner,implementing,5,4,1,ET,Ethiopia,212069542.0,74.4,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d4fa232964bb,org_e9b3fd5712bb,HSSF COUNTY HEALTH OFF NAIROBI,Implementing Partner,implementing,4,4,0,KE,Kenya,190296922.0,92.0,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_9b067ed0a3dd,org_bfe940afd47e,COUNTY DEPARTMENT OF HEALTH ISIOLO,Implementing Partner,implementing,4,4,0,KE,Kenya,190296922.0,92.0,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_1aa4d899d9b3,org_503433e40cba,COUNTY GOVERNMENT OF WAJIR,Implementing Partner,implementing,4,4,0,KE,Kenya,120510102.0,91.7,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_f86ccee2c426,org_7181971dc9bb,TIGRAY DEVELOPMENT ASSOCIATION TDA,Implementing Partner,implementing,4,4,0,ET,Ethiopia,120224208.0,92.6,4,Medical devices,Tier 1,,intelligence
org_intel_af08646f4ef6,org_8219c1621281,MINISTRY OF HEALTH MANDERA COUNTY GOVERNMENT,Implementing Partner,implementing,4,4,0,KE,Kenya,112711862.0,91.5,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_40a4fe535dcf,org_3df27e00e3c8,NATIONAL BUREAU OF STATISTICS,Implementing Partner,implementing,4,4,0,TZ,Tanzania,109320000.0,93.9,4,Facility / hospital infrastructure; Facility Infrastructure; Medical devices,Tier 1,,intelligence
org_intel_e067f74575a1,org_04ebe06a6429,Johns Hopkins University Bloomberg School of Public Health,Implementing Partner,implementing,7,7,0,ET; KE; NG; PK; BD; GH; RW; CM; CF; TD; CD; GN; CI; LR; MG; MW; ML; MR; MZ; NE; ZW; SN; SL; SO; TZ; UG; BF; ZM; GT; HT; TJ; AF; MM; KH; ID; VN; IN; BI; SS; SD,Ethiopia; Kenya; NG; PK; BD; GH; Rwanda; CM; CF; TD; Democratic Republic of the Congo; GN; CI; LR; MG; MW; ML; MR; MZ; NE; ZW; SN; SL; Somalia; Tanzania; Uganda; BF; ZM; GT; HT; TJ; AF; MM; KH; ID; VN; IN; BI; South Sudan; SD,106973753.0,63.2,4,Medical devices; Diagnostic Equipment; Diagnostic equipment,Tier 1,,intelligence
org_intel_bad73dbd6ec5,org_e532498ae31c,PS MINISTRY OF HEALTH COMMUNITY DEVELOPMENT GENDER ELDERLY AND,Implementing Partner,implementing,4,3,1,TZ,Tanzania,62809000.0,92.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_a6861ceda430,org_3c1d218513d7,MINISTRY OF COMMUNITY DEV GENDER ELDERS AND CHILDREN,Implementing Partner,implementing,4,3,1,TZ,Tanzania,62809000.0,92.7,4,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_0d023df1a094,org_eb571fae3b24,AMREF Health Africa,Implementing Partner,implementing,6,6,0,ET; KE; SN; TZ,Ethiopia; Kenya; SN; Tanzania,44808816.0,62.3,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_92568de7ff9e,org_1aaa3157dcec,Gouvernement local (SUD/EST),Implementing Partner,implementing,37,37,0,ET; CD; TZ; KE,Ethiopia; Democratic Republic of the Congo; Tanzania; Kenya,42091447.0,41.5,4,Facility / hospital infrastructure; Medical devices; Health IT / information systems; IT / Health Information Systems,Tier 1,,intelligence
org_intel_ddc379dc761d,org_f5b57cfc621b,African Development Bank,Reporting Organisation,reporting,6,2,4,KE; ET; CD; UG; SS,Kenya; Ethiopia; Democratic Republic of the Congo; Uganda; South Sudan,38988603.23,62.9,4,Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure; Laboratory equipment,Tier 1,,intelligence
org_intel_05c6430c6a62,org_98bf1bf742d9,Invest International B.V.,Donor,reporting; funding; accountable,7,7,0,TZ; UG; KE; ET; RW,Tanzania; Uganda; Kenya; Ethiopia; Rwanda,36283129.91,63.4,4,Facility / hospital infrastructure; Diagnostic equipment; Diagnostic Equipment; Facility Infrastructure,Tier 1,,intelligence
org_intel_062c43f868cc,org_971ec2d5fd7f,Enabel - the Belgian development agency,Implementing Partner,implementing,4,4,0,CD; UG,Democratic Republic of the Congo; Uganda,27409686.0,75.0,4,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_beea590bf478,org_7a1d2e8c6801,Harvard T.H. Chan School of Public Health,Implementing Partner,implementing,4,4,0,ET; MW; TZ; IN,Ethiopia; MW; Tanzania; IN,25030480.0,72.3,4,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_2032b7b5b03e,org_de68a6d37408,Resolve to Save Lives,Implementing Partner,implementing,4,4,0,ET; NG; ZM; KE; UG; RW; MZ,Ethiopia; NG; ZM; Kenya; Uganda; Rwanda; MZ,20535476.0,67.0,4,Medical devices; Diagnostic equipment; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_1849dba93430,org_5bad56b5a738,"Federal Ministry for Economic Cooperation and Development (BMZ), Germany",Donor,funding,4,4,0,SO; SS; ET; KE,Somalia; South Sudan; Ethiopia; Kenya,18052774.08,78.2,4,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 1,,intelligence
org_intel_c5d169d51f6e,org_6e82a910dbce,"Ministry of Foreign Affairs, Japan",Donor,funding,4,4,0,ET; TZ,Ethiopia; Tanzania,13695156.04,74.0,4,Facility / hospital infrastructure; Diagnostic Equipment; Diagnostic equipment; Facility Infrastructure,Tier 1,,intelligence
org_intel_f94207e95243,org_d6e63dc6e93f,Sanofi-Aventis,Donor,funding,6,6,0,RW; ET; KE; SS; UG,Rwanda; Ethiopia; Kenya; South Sudan; Uganda,5820522.2,59.3,4,Medical devices,Tier 1,,intelligence
org_intel_07b86bbf8282,org_0f4f45afeeac,Carter Center,Donor,funding; implementing,4,4,0,ET; NG; SS,Ethiopia; NG; South Sudan,4991071.3,73.1,4,Medical devices; Laboratory equipment,Tier 1,,intelligence
org_intel_72557d616e9d,org_b73e7b3d9e85,ACTION AFRICA HELP INTERNATIONAL,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_bd5abdf76bc3,org_94ef9891d30b,SUPPORT FOR PEACE AND EDUCATION DEVELOPMENT PROGRAM SPEDP,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_9133aa88a1c9,org_22361e02a8c3,STICHTING HEALTHNET TRANSCULTURAL PSYCHOSOCIAL ORGANIZATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_7f837fdb4099,org_f9d1e0ffecd1,WOMEN AGENCY FOR RESILIENCE AND TRANSFORMATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_3cf3b385b17f,org_ca608d81f1c7,SOUTH SUDAN HEALTH ASSOCIATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_3139fc327557,org_08238d70edcb,AFRICAN RELIEF AND DEVELOPMENT FOUNDATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_0ea4f3bf11b5,org_d6c88c163a33,COMMUNITY SOCIAL AND ECONOMIC DEVELOPMENT AGENCY COSEDA,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_022433c82d75,org_fed894e81870,COALITION FOR HUMANITY CH,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_443fc490e038,org_f6ce0abc2b09,KCB BANK SOUTH SUDAN LTD,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_65552a34d250,org_ce1e086730dc,CO-OPERATIVE BANK OF SOUTH SUDAN LTD,Implementing Partner,implementing,3,3,0,SS,South Sudan,1059755518.0,84.5,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_4f2619bd87fd,org_692f6d0a3bbe,ACCESS FOR HUMANITY,Implementing Partner,implementing,3,2,1,SS,South Sudan,763433908.0,84.3,3,Facility / hospital infrastructure; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_e42d8802d94e,org_876fb498119e,Japan Committee for UNICEF,Donor,funding,28,0,28,UG; SO; ET; KE; TZ; RW,Uganda; Somalia; Ethiopia; Kenya; Tanzania; Rwanda,618782092.0,54.6,3,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_7ec498b98c9f,org_8571b71025fb,SECRETARIAT GENERAL A LA SANTE KINSHASA,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,591728850.0,94.0,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_218bc4df97ea,org_e101fa9d43aa,DIVISION PROVINCIALE SANTE EQUATEUR,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,591728850.0,94.0,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_7714914bfc9a,org_b02f727d335d,DPS LUALABA DIVISION PROVINCIALE DE LA SANTE,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,545274290.0,93.8,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_a2bd558bf0ee,org_514a29a1c006,Ministry of Finance of the United Republic of Tanzania,Accountable Agency,accountable,3,3,0,TZ,Tanzania,541127596.8,81.5,3,Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure; Diagnostic Equipment,Tier 1,,intelligence
org_intel_dbb5dc7811fe,org_19ea8357c965,"Ministry of Health, Community Development, Gender, Elderly and Children of the United Republic of Tanzania",Implementing Partner,implementing,3,3,0,TZ,Tanzania,541127596.8,81.5,3,Diagnostic equipment; Facility / hospital infrastructure; Facility Infrastructure; Diagnostic Equipment,Tier 1,,intelligence
org_intel_ff49af9391d0,org_def33b38da71,HOPITAL GENERAL DE REFERENCE DE PANZI,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,535594220.0,93.8,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_8b7212a2b72a,org_91a19a4038fd,CARITAS KANANGA,Implementing Partner,implementing,3,2,1,CD,Democratic Republic of the Congo,512818290.0,95.6,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d575704256db,org_302bff85b483,"Ministry of Finance, Planning and Economic Development of the Republic of Uganda",Implementing Partner,implementing; accountable,3,3,0,UG,Uganda,456283968.73,78.9,3,Facility / hospital infrastructure; Facility Infrastructure; Diagnostic Equipment; Diagnostic equipment,Tier 1,,intelligence
org_intel_9c14a7a09089,org_0eaeffb38768,HOPITAL PEDIATRIQUE DE KALEMBE LEMBE,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,417944780.0,93.7,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_b79e6e366e12,org_94ffab60ebc9,HOPE IN ACTION,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,417944780.0,93.7,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_47b9494a09ec,org_8ca4968fedbc,DIVISION PROV DE LA SANTE KWANGO,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,417944780.0,93.7,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_3d2d06c2fc98,org_cbccf21cfd22,DIRECTION INTERVENTIONS SOCIALES POUR LA PROTECTION DE L ENFANT,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,417944780.0,93.7,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_5f2ed9305ddc,org_ab51eefe679e,PROGRAMME NATIONAL D'ELIMINATION DU CHOLERA ET DE LUTTE CONTRE LES AUTRES,Implementing Partner,implementing,3,2,1,CD,Democratic Republic of the Congo,395168850.0,95.6,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_b7f389d5bd76,org_4d5d6d241526,UNICEF-Saudi Arabia,Donor,funding,14,1,13,SS; SO; ET,South Sudan; Somalia; Ethiopia,383595298.0,52.8,3,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_edc0161bb1e0,org_a6432d706c2f,GROUPE DE RECHERCHE D APPUI AUX INTERVENTION INTEGREES DE LA NUTRITION,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,379720000.0,93.7,3,Medical devices,Tier 1,,intelligence
org_intel_cf9b28f5f696,org_9e4858c69bb3,PROGRAMME NATIONAL DE NUTRITION DU KASAI CENTRAL,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,379720000.0,93.7,3,Medical devices,Tier 1,,intelligence
org_intel_5b1eb23e5b4e,org_4614862cc55e,Global - Social Policy & Social,Donor,funding,3,2,1,CD,Democratic Republic of the Congo,372009090.0,86.2,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_08ad51b284ba,org_b382be297128,DIVISION PROVINCIALE SANTE DE LA MONGALA,Implementing Partner,implementing,3,3,0,CD,Democratic Republic of the Congo,371490220.0,93.6,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_ca9cc903c949,org_a3507ad21e48,NILE HOPE DEVELOPMENT FORUM,Implementing Partner,implementing,5,3,2,SS,South Sudan,342214596.0,73.1,3,Medical devices,Tier 1,,intelligence
org_intel_5d68baa690cb,org_e06f026fac5b,STATE MINISTRY OF HEALTH AND ENVIRONMENT JONGLEI STATE BOR,Implementing Partner,implementing,5,2,3,SS,South Sudan,335380904.0,67.7,3,Medical devices; Cold Chain / Storage; Cold chain; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_1e2b99773536,org_5771bb997f1a,HIMILO RELIEF AND DEVELOPMENT ASSOCIATION,Implementing Partner,implementing,3,3,0,SO,Somalia,261384120.0,93.0,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_195485336f69,org_4ae9a7fd07fe,DEEG ROOR MEDICAL ORGANIZATION,Implementing Partner,implementing,3,3,0,SO,Somalia,261384120.0,93.0,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_3a80aecebd2a,org_0fae36a8c5f1,CARE INTERNATIONAL SOMALIA,Implementing Partner,implementing,3,3,0,SO,Somalia,261384120.0,93.0,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d72951a536b0,org_31027570b193,Ministry of Health of the Republic of Kenya,Implementing Partner,implementing,3,3,0,KE,Kenya,251205968.69,72.8,3,Medical devices,Tier 1,,intelligence
org_intel_4bd32faaaba4,org_5b8332b8c99a,The National Treasury & Economic Planning of the Government of Kenya,Accountable Agency,accountable,3,3,0,KE,Kenya,251205968.69,72.8,3,Medical devices,Tier 1,,intelligence
org_intel_57db7de6ee75,org_8f33c902f1a4,STATE MINISTRY OF HEALTH WESTERN EQUATORIA,Implementing Partner,implementing,4,2,2,SS,South Sudan,229056804.0,77.1,3,Medical devices; Cold Chain / Storage; Cold chain; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_1a65849f7629,org_bbbbc8998ac5,Global Partnership for Education,Donor,funding,4,2,2,RW; SS; ET,Rwanda; South Sudan; Ethiopia,199982806.0,85.3,3,Medical devices,Tier 1,,intelligence
org_intel_e0b1f21507c7,org_5bf945dc8ee6,AVSI SOUTH SUDAN,Implementing Partner,implementing,3,3,0,SS,South Sudan,190790258.0,92.7,3,Medical devices,Tier 1,,intelligence
org_intel_c898d87dd5d9,org_5b7b19689d1c,UNIVERSAL INTERVENTION AND DEVELOPMENT ORGANIZATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,190790258.0,92.7,3,Medical devices,Tier 1,,intelligence
org_intel_37014349ba0a,org_0823e7637fed,HOLD THE CHILD ORGANIZATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,190790258.0,92.7,3,Medical devices,Tier 1,,intelligence
org_intel_b7d79f241f43,org_5f110cfbaa20,GRASSROOTS EMPOWERMENT AND DEVELOPMENT ORGANIZATION,Implementing Partner,implementing,3,3,0,SS,South Sudan,190790258.0,92.7,3,Medical devices,Tier 1,,intelligence
org_intel_3730aec7bbf9,org_1ddeb09cb113,Netherlands - Ministry for Foreign Trade and Development Cooperation,Donor,funding,3,3,0,ET; SO; UG,Ethiopia; Somalia; Uganda,179570168.88,69.4,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_05a8f089838a,org_fbccfd68ad97,NAROK COUNTY DEPARTMENT OF HEALTH,Implementing Partner,implementing,3,3,0,KE,Kenya,176830720.0,92.3,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_b1b8ab410be6,org_469ad37d1bd4,DEPT OF HEALTH NAKURU COUNTY,Implementing Partner,implementing,3,3,0,KE,Kenya,176830720.0,92.3,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_27df5abd22e1,org_a567ffce84ff,Multi-Donor Trust Fund for the Global Financing Facility (GFF) in Support of Every Woman Every Child,Implementing Partner,implementing,4,4,0,ET; RW; TZ; KE,Ethiopia; Rwanda; Tanzania; Kenya,167051386.86,59.5,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_23c49057ff5a,org_96632dee2df1,Global Financing Facility for Womencomma Children and Adolescents Multi-Donor Trust Fund,Implementing Partner,implementing,5,5,0,ET; SO; TZ; KE,Ethiopia; Somalia; Tanzania; Kenya,164986509.66,54.2,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_32b858d93c22,org_c47330ca88fa,United Kingdom - Children's Investment Fund Foundation (CIFF),Donor,funding,5,5,0,ET; SO; TZ; KE,Ethiopia; Somalia; Tanzania; Kenya,164986509.66,54.2,3,Facility / hospital infrastructure,Tier 1,,intelligence
